file,query,answer
bridge_subgraph_08003.graphml,哪种疾病会导致记忆力下降，且病理分型包括脑膜瘤和星形细胞瘤的肿瘤？,脉络丛乳头状瘤
bridge_subgraph_07994.graphml,哪种疾病在主药酸枣仁汤治疗下，血压、血糖仍控制不理想，且常伴有糖尿病和肺炎的临床表现？,失眠
bridge_subgraph_07995.graphml,哪种疾病在服用刺五加片和黄连阿胶汤加减方的同时，与性别和2型糖尿病有密切关联？,失眠
bridge_subgraph_08001.graphml,哪种疾病在StarVIBE序列自由呼吸扫描和MRI多回波技术检查中常见，且常与乙型肝炎肝硬化和糖尿病同时出现？,肝脏病变
bridge_subgraph_08006.graphml,哪种医学内容与14.3%的相关性和心理干预疏导直接相关，并且常与子宫肌瘤和骨质疏松同时出现？,失眠
bridge_subgraph_08004.graphml,哪种疾病会导致右心室消融室性期前收缩，且常伴有代谢综合征和心电图异常？,PVC
bridge_subgraph_08008.graphml,哪种疾病既以失眠为临床表现，又与呼吸疾病有关，且在治疗过程中需要加强护理干预和康复护理？,肺癌
bridge_subgraph_08015.graphml,哪种疾病在进行瑜伽训练艺术行为干预和补其不足的同时，还伴随有呕吐和发热的症状？,失眠
bridge_subgraph_08012.graphml,哪种疾病在辅助治疗中常用耳针，药物治疗中常用坦度螺酮，且其病因包括心功能不全，临床表现可能伴随癌症？,失眠
bridge_subgraph_08005.graphml,哪种疾病会导致左心室流出道异常，并常伴有使用三参救心汤、稳心颗粒治疗及头晕症状？,心悸病
bridge_subgraph_08007.graphml,哪种疾病在治疗时常用碳酸氢钠，预防时推荐运动干预，并且常伴随疼痛症状，需要循证护理辅助治疗？,下肢淋巴水肿
bridge_subgraph_08016.graphml,哪种疾病最常与麻疹合并巨细胞病毒感染和睑板腺功能异常同时出现，例如肝硬化或带状疱疹？,结膜炎
bridge_subgraph_08014.graphml,哪种疾病既会导致呼吸道炎症性疾病，又可能引发消化性溃疡和慢性胃炎，且饮酒是其风险评估因素之一？,幽门螺旋杆菌(HP)感染
bridge_subgraph_08019.graphml,哪种疾病在ICU和酒精性肝病中均有临床表现，且常采用雷火灸和穴位敷贴作为辅助治疗？,失眠
bridge_subgraph_08017.graphml,哪种疾病会导致头昏和躁狂症，且在治疗时需要担心伤病预后，可能使用水针作为辅助治疗？,失眠
bridge_subgraph_08010.graphml,哪种疾病会导致男性在服用酒石酸唑吡坦片后出现气短，并且可以通过足部按摩缓解症状？,失眠
bridge_subgraph_08009.graphml,哪种疾病会导致慢波睡眠（S3+S4）缺失，并可能需要使用氟哌噻吨美利曲辛治疗，同时常伴有抑郁症状，且与环境因素有关？,失眠
bridge_subgraph_08020.graphml,哪种疾病既表现为OSAHS和骨折，又可以通过灵酸枣叶茶治疗并辅以舒适护理？,失眠
bridge_subgraph_08011.graphml,哪种疾病在治疗时通常需要使用激素类药物和穴位植线治疗，并且患者往往需要进行头颅MRI检查，同时年龄也是一个重要的高危因素？,失眠
bridge_subgraph_08013.graphml,哪种疾病在导致死亡和需要机械通气辅助治疗的同时，还常伴有脑损伤的不同病理分型，且患者年龄是重要的风险评估因素？,器官功能障碍
bridge_subgraph_08024.graphml,哪种疾病在出现神经源性疼痛和脑卒中的同时，常常需要结合针灸和三级康复治疗？,偏瘫肩痛
bridge_subgraph_08025.graphml,哪种疾病在临床表现为ESD，治疗时常使用胃安神和地西泮，且可能导致骨质增生？,失眠
bridge_subgraph_08028.graphml,哪种疾病会导致女性出现日间功能受损和肢体无力，且健康教育对其治疗有辅助作用？,失眠
bridge_subgraph_08023.graphml,哪种疾病在治疗时常用清胰汤和开塞露灌肠，且常伴有腹胀症状，需要使用中药调理？,急性水肿性胰腺炎
bridge_subgraph_08027.graphml,哪种疾病在细菌性肺炎和丁胺卡那的使用过程中，容易并发感染和肛周脓肿？,革兰氏阴性杆菌
bridge_subgraph_08018.graphml,哪种疾病在病理分型上与鼻咽癌和HBV DNA阳性慢性乙型肝炎直接相关，且常与慢性乙型肝炎和腰椎间盘突出症同时出现？,瘀血阻络型
bridge_subgraph_08031.graphml,哪种疾病需要通过卡介苗素药物治疗、尿道膀胱肿瘤电切术手术治疗，并配合护理干预和血常规检查？,浅表性膀胱肿瘤
bridge_subgraph_08022.graphml,哪种疾病在治疗过程中需要同时使用右佐匹克隆联合脑蛋白水解物片和保持舒适卧位，且常常需要通过磁共振成像或磁共振进行检查？,失眠
bridge_subgraph_08026.graphml,哪种疾病在外周血实验室检查中易被诊断，且通过提高手术技巧可以预防，同时其病因与特定环境因素相关，并常伴有焦虑的临床表现？,内异症
bridge_subgraph_08035.graphml,哪种医学内容在涉及酒精性肝病和非小细胞肺癌的同时，还会包含药物及不良反应的相关信息？,失眠
bridge_subgraph_08036.graphml,哪种医学内容在治疗失眠时，常与螺旋CT检查、温针灸和心理护理同时应用？,胃癌
bridge_subgraph_08021.graphml,哪种疾病既可能导致失眠和阻塞性肺炎，又常在磁共振检查中出现毛刺征？,肺癌
bridge_subgraph_08030.graphml,哪种疾病在采用TP方案化疗后，预后生存率分别达到65.4%和33.3%，且其病理分型为恶性肿瘤，临床表现常伴有腹胀？,输卵管癌
bridge_subgraph_08032.graphml,哪种医学内容更常与中学生听力减退和抗CASPR2抗体相关脑炎同时出现，如FC或综合护理干预？,失眠
bridge_subgraph_08037.graphml,哪种疾病在治疗过程中常需要联合使用TXA和帕瑞昔布钠，并辅以一般护理和常规护理？,脊柱外科手术
bridge_subgraph_08029.graphml,哪种疾病在阴阳失交的情况下容易出现，且常通过磁共振检查发现，临床表现类似结核病，同时可采用沐足疗法辅助治疗？,失眠
bridge_subgraph_08041.graphml,哪种医学内容能够同时涉及IPAH、肺血管阻力以及与之相关的呕吐和心脏超声检查？,肺动脉高压危象
bridge_subgraph_08034.graphml,哪种疾病在治疗时既需要使用自拟安神汤和推拿手法，又常与二甲双胍药物联用，且多发于特定年龄段人群？,失眠
bridge_subgraph_08039.graphml,哪种症状更容易与失眠和咽充血同时出现，是下呼吸道感染还是麻疹？,发热
bridge_subgraph_08033.graphml,哪种疾病在补脾益心辅助治疗和汉密尔顿焦虑量表辅助检查中常见，且其发病与性别和年龄密切相关？,失眠
bridge_subgraph_08042.graphml,哪种疾病与Fe元素缺乏直接相关，且常与皮肤病、原发性肝癌和贫血同时出现？,微量元素缺乏
bridge_subgraph_08038.graphml,哪种医学内容在社会综合治疗和MAOI的应用中，与舍曲林和环境因素同时出现？,社交恐怖症
bridge_subgraph_08051.graphml,哪种疾病会导致乳房疼痛和非器质性睡眠障碍，且常与高血压病史和原发性青光眼同时出现？,失眠
bridge_subgraph_08043.graphml,哪种疾病既会导致记忆和注意障碍，又可能引发消化系统肿瘤，并且与新型冠状病毒感染和腹泻同时出现？,失眠
bridge_subgraph_08045.graphml,哪种疾病在老年人中多发，且其临床表现类似类风湿关节炎，同时常需使用苯二氮革类药物进行治疗？,失眠
bridge_subgraph_08044.graphml,哪种疾病在术后延伸护理和咨询辅助治疗中，需要特别考虑护理干预和性别作为风险评估因素？,永久性结肠造口
bridge_subgraph_08040.graphml,哪种疾病会导致非冠心病胸痛和BUN升高，且在使用右美托咪定时更常见于特定年龄段人群？,失眠
bridge_subgraph_08046.graphml,哪种疾病在临床上表现为重度烧伤和代谢综合征，且常伴随ALB辅助治疗和肝硬化？,失眠
bridge_subgraph_08053.graphml,哪种疾病在常规二维超声切面中表现为房室延迟，且常与年龄和CAS同时出现？,AVD
bridge_subgraph_08047.graphml,哪种疾病需要使用左甲状腺素进行激素替代治疗，并且常伴随腹泻症状，同时需要心理护理？,垂体危象
bridge_subgraph_08052.graphml,哪种疾病在治疗过程中常需服用舒乐安定片，并辅以艾条灸、中医综合疗法及中药熏洗？,失眠
bridge_subgraph_08050.graphml,哪种疾病具有约1.65‰的发病率，且多与母孕期病毒感染和男性发病倾向有关，同时还受遗传因素的影响？,听力残疾
bridge_subgraph_08058.graphml,哪种疾病在中医特色护理和光照疗法的同时，还需要配合小柴胡汤和血常规检查进行治疗？,失眠
bridge_subgraph_08061.graphml,哪种疾病在临床表现上既有MHT又有肥胖，并且可以通过文拉法辛治疗，同时遗传因素是其高危因素？,失眠
bridge_subgraph_08048.graphml,哪种疾病在消化内科表现为相关症状，并常采用礞石滚痰丸治疗，同时需要配合高压氧综合治疗和精心护理？,失眠
bridge_subgraph_08049.graphml,哪种疾病在治疗时需使用甲硝唑，且可能表现为回盲部癌和低热，同时需通过心电图进行检查？,转移性右下腹痛
bridge_subgraph_08063.graphml,哪种疾病既表现为脊髓缺血和缺血，又可能伴随癫痫和帕金森病的症状？,胶质细胞增生
bridge_subgraph_08060.graphml,哪种疾病在治疗过程中需要同时使用炎琥宁注射液和大环内脂类抗生素，并辅以心理护理和护理干预？,小儿上呼吸道感染
bridge_subgraph_08057.graphml,哪种疾病需要采用Messerklinger术式及中、下鼻道联合开窗治疗，并且常伴随头痛症状，需使用西药辅助治疗？,慢性上颌窦炎
bridge_subgraph_08062.graphml,哪种疾病在头颅CT和脑活体组织病理检查中表现明显，且常伴有肢体无力和头痛症状？,CoVT
bridge_subgraph_08064.graphml,哪种疾病在实验室检查中常见Tau蛋白异常，且需通过钻颅血肿引流手术治疗，同时还需要配合常规治疗和常规护理？,重症高血压脑出血
bridge_subgraph_08056.graphml,哪种疾病多发脓肿，需通过免疫学检查确诊，且需与恶性肿瘤鉴别，同时可能表现为乳腺炎的病理分型？,肉芽肿性乳腺炎
bridge_subgraph_08054.graphml,哪种疾病在治疗时既需要使用中药小复方安眠颗粒和按摩，又可能需要配合镇静剂，并且与特定的中医证型相关？,失眠
bridge_subgraph_08055.graphml,哪种医学内容在二维声像图检查和米非司酮联合氨甲蝶呤治疗时，常与中药和化疗一同应用？,未破裂型输卵管妊娠
