file,query,answer
bridge_subgraph_12006.graphml,哪种疾病在64层CT检查中常表现为浅分叶征，且常与肺癌和发热同时出现？,肺真菌感染
bridge_subgraph_11997.graphml,哪种疾病在治疗过程中常采用针灸结合头颈部经穴推拿和蒙医灸疗作为辅助手段，且患者常伴有抑郁症状，需要心理干预？,失眠
bridge_subgraph_12009.graphml,哪种疾病在采用Ganz入路手术治疗且为Ⅳ型病理分型时，容易出现感染和脑血栓这两种并发症？,股骨头骨折
bridge_subgraph_11999.graphml,哪种疾病在治疗过程中常需使用催眠类药物，并表现为ET症状，且可能与类风湿关节炎相关，需要辅助舒适护理？,失眠
bridge_subgraph_12008.graphml,哪种疾病在采用手针配伍体针辅助治疗和抗失眠药物治疗后，常伴随非小细胞肺癌和胸闷的临床表现？,失眠
bridge_subgraph_12002.graphml,哪种疾病在饮食调护和酶联免疫吸附试验中尤为关键，且常与混合型表现和磁共振检查同时出现？,乳腺癌
bridge_subgraph_12014.graphml,哪种疾病会导致血液透析滤过和肝脏轻中度肿大，同时伴随呕吐和感染症状？,瑞氏综合征
bridge_subgraph_12004.graphml,哪种社会学理论能更好地解释糖尿病的鉴别诊断、ACS的高危因素以及脑血栓的风险评估因素之间的关联？,高血压
bridge_subgraph_12007.graphml,哪种疾病在顶端和局部出现膨大，且通常需要使用5-氟胞嘧啶和小檗碱治疗，并可能与糖尿病相关？,皮肤癣菌
bridge_subgraph_12015.graphml,哪种疾病在社区康复过程中需要结合高压氧加强化训练，并且常常伴随使用抑郁自评量表和抗抑郁药？,腩卒中
bridge_subgraph_12001.graphml,哪种疾病在青年人脑梗死的高危因素中常见，且需要通过调整饮食结构来辅助治疗，同时高血脂也是其风险评估的重要因素，类似于高血压需要鉴别诊断？,糖尿病
bridge_subgraph_12011.graphml,哪种社会学理论能解释穴位贴敷和维生素在治疗SBP和肝病中的作用机制？,肝硬化
