file,query,answer
bridge_subgraph_02003.graphml,哪种检查能同时有效诊断软组织竹木刺异物、慢性阑尾周围脓肿，以及肝癌和癌前病变？,超声诊断
bridge_subgraph_02005.graphml,哪种检查能够同时用于星形细胞瘤、急性白血病和结肠癌的免疫共沉淀检测？,DNA-PKcs
bridge_subgraph_02004.graphml,哪种检查能同时准确诊断无症状舒张功能不全、阑尾炎周围脓肿，并排除肿瘤和肺动脉栓塞的可能性？,超声诊断
bridge_subgraph_01993.graphml,哪种检查能同时有效诊断中老年女性的前列腺病和腮腺淋巴瘤，并兼顾缺血性脑卒中和颈动脉粥样硬化的评估？,超声诊断
bridge_subgraph_02002.graphml,哪种检查能有效诊断肌部流出道型VSD、子宫内特殊部位异位妊娠，并同时评估NAFLD和颈动脉斑块？,超声诊断
bridge_subgraph_02009.graphml,哪种检查能同时有效诊断肝脏良恶性疾病和2型糖尿病（T2DM）？,血清GGT
bridge_subgraph_01992.graphml,哪种检查能有效诊断甲状腺恶性病变和真性隐睾，并同时监测2型糖尿病和AIDS？,超声诊断
bridge_subgraph_02006.graphml,哪种检查能有效诊断发作性肢体抽搐、迟发性颅内血肿，并兼顾异位妊娠和脑卒中的排查？,颅脑CT检查
bridge_subgraph_02008.graphml,哪种检查能同时准确诊断胆囊隆起性疾病、桡神经损伤、子宫肌瘤和异位妊娠？,超声诊断
bridge_subgraph_02011.graphml,哪种检查能同时评估超声心动、PMV、2型糖尿病和冠心病的风险？,心功能
bridge_subgraph_02007.graphml,哪种检查能同时准确诊断胎儿颅后窝异常和肝脓肿，并且能有效识别肝癌和恶性肿瘤？,超声诊断
bridge_subgraph_02015.graphml,哪种检查能同时有效诊断老年肺结核、右位心，并兼顾糖尿病和高血压的影像学评估？,胸部正位片
bridge_subgraph_02014.graphml,哪种检查（如TTE或IVUS）在诊断ASD及先天性心脏病时更为准确？,经胸超声
bridge_subgraph_02019.graphml,哪种检查能同时发现结肠息肉、藏毛窦以及老年脑梗死和颈动脉狭窄？,超声诊断
bridge_subgraph_02018.graphml,哪种检查最适合同时评估小儿皮肤皮下血管瘤和外科相关问题，并兼顾深静脉血栓与心血管疾病的排查？,超声诊断
bridge_subgraph_02013.graphml,哪种医学内容与急性型创伤后应激障碍和脑脓肿直接相关，且常与脑卒中和乳腺肿块同时出现？,磁共振波谱检查
bridge_subgraph_02016.graphml,哪种检查能同时诊断大网膜恶性肿瘤、相关性淀粉样变以及伴随的2型糖尿病和冠心病？,超声诊断
