file,query,answer
bridge_subgraph_04990.graphml,哪种检查能够同时有效诊断胸廓出口综合征、T2DM合并TN以及宫角妊娠和单纯性淋巴水囊瘤？,超声诊断
bridge_subgraph_04998.graphml,哪种检查能同时用于病毒性肝炎、左冠状动脉异常、PTC和乳腺癌的影像学诊断？,超声诊断
bridge_subgraph_05006.graphml,哪种检查能有效诊断心脏性疾病中的动脉导管未闭，并同时识别冠心病和心脏横纹肌瘤？,心脏B超检查
bridge_subgraph_04999.graphml,哪种检查能同时准确诊断乳腺癌、右冠状动脉瘘以及乳腺导管内乳头状瘤和乳头状瘤？,超声诊断
bridge_subgraph_05005.graphml,哪种检查更适合同时患有老年冠心病和高血压病的患者进行TC和HF+ Exe评估？,TG、LDL-C
bridge_subgraph_05004.graphml,哪种检查能同时有效诊断胎儿神经系统先天畸形、冠心病、老年脑梗塞和CHD？,超声诊断
bridge_subgraph_05003.graphml,哪种医学内容与肾嗜酸性细胞瘤及DCE-MRI直接相关，并且常与乳腺疾病和乳腺纤维腺瘤同时出现？,动态增强检查
bridge_subgraph_05012.graphml,哪种检查能同时有效诊断子宫肌瘤合并妊娠、妊娠羊水过少，以及心衰和肺癌？,超声诊断
bridge_subgraph_05013.graphml,哪种检查能同时有效诊断腕管正中神经卡压、室间隔穿孔以及急性白血病和淋巴瘤？,超声诊断
bridge_subgraph_05007.graphml,哪种检查能够同时检测计划生育术后的并发症、玻璃体出血机化，以及艾滋病和肾细胞癌？,超声诊断
bridge_subgraph_05010.graphml,哪种检查能同时有效诊断乳腺肿瘤、原发性卵巢癌、大肠癌和肺癌？,超声诊断
bridge_subgraph_05016.graphml,哪种医学内容在涉及TCID50和早期糜烂型时，通常与乳腺癌和乳腺肿瘤相关？,巨检
bridge_subgraph_05019.graphml,哪种检查能同时有效诊断胃恶性肿瘤、肺隔离症、乳腺癌和原发性肝癌？,断层摄影
bridge_subgraph_05002.graphml,哪种检查能同时准确诊断腹膜后畸胎瘤、结节良恶性、肾结石和肋骨骨折？,超声诊断
bridge_subgraph_05015.graphml,哪种检查能同时有效诊断乳腺囊性增生、血管前置以及腹股沟疝和肺动静脉瘘？,超声诊断
bridge_subgraph_05009.graphml,哪种检查能同时用于检测宫颈鳞癌、HCMV感染，以及肺癌和胃癌？,S-P免疫组化
bridge_subgraph_05020.graphml,哪种检查在术前急性阑尾炎、CABG、乳腺良性病变和甲状腺结节的情况下最为适用？,超声诊断
bridge_subgraph_05011.graphml,哪种检查能够有效鉴别体表孤立性神经鞘瘤、妊娠高血压综合征，并同时适用于原发性肝癌和大肠癌的诊断？,超声诊断
bridge_subgraph_05021.graphml,哪种检查能有效诊断股动静脉瘘和闭锁，同时也能检测AIDS和原发性心脏肿瘤？,超声诊断
bridge_subgraph_05014.graphml,哪种检查能有效鉴别不典型感染性心内膜炎、肢体良恶性神经鞘瘤，并同时对脑胶质瘤和冠心病进行评估？,超声诊断
bridge_subgraph_05018.graphml,哪种检查最适合同时诊断结核性胸膜炎、夜间急腹症以及CHD和RA？,超声诊断
bridge_subgraph_05025.graphml,哪种检查能同时有效诊断儿童甲状腺疾病、胃十二指肠穿孔、子宫角妊娠和精索静脉曲张？,超声诊断
bridge_subgraph_05017.graphml,哪种检查能同时有效诊断急性肠系膜静脉血栓、颅外段颈动脉狭窄以及脑卒中和AD？,超声诊断
bridge_subgraph_05024.graphml,哪种检查能够有效鉴别乳腺癌与成人急腹症，同时又能准确识别乳腺肿块和乳腺良性病变？,超声诊断
bridge_subgraph_05027.graphml,哪种检查能同时有效诊断马凡综合征、结肠癌、肺癌和乳腺癌？,超声诊断
bridge_subgraph_05023.graphml,哪种疾病在大网膜异常的同时，超声诊断常发现伴随急性冠脉综合征和代谢综合征？,2型糖尿病
bridge_subgraph_05028.graphml,哪种检查能同时用于评估肝素锂抗凝血浆、噪声性听觉损伤、2型糖尿病和急性胰腺炎？,钠
bridge_subgraph_05029.graphml,哪种检查能同时有效诊断腹段食管病变、胎儿肾脏畸形，以及乳腺癌和肝肿瘤？,超声诊断
bridge_subgraph_05032.graphml,哪种检查能同时有效诊断凶险型前置胎盘、慢性肝损害以及伴随的肺癌和高血压？,超声诊断
bridge_subgraph_05026.graphml,哪种检查在妇科化疗、MDASI-C评估以及肺癌和脑胶质瘤治疗中最为常用？,安德森症状评估量表
bridge_subgraph_05022.graphml,哪种检查能够同时准确评估胎儿肾脏发育、表皮样囊肿、狭窄以及阑尾炎的情况？,超声诊断
bridge_subgraph_05030.graphml,哪种医学内容与慢性阻塞性肺病和s-endostatin直接相关，并且常与肺癌和大肠癌同时出现？,血清内皮抑素
bridge_subgraph_05036.graphml,哪种检查能有效诊断过期流产和卵巢巧克力囊肿，并同时发现PTE和胸腔积液？,超声诊断
bridge_subgraph_05033.graphml,哪种检查能有效同时诊断急性中危肺血栓、下肢血管病变以及血栓和T2DM相关的问题？,下肢血管超声
bridge_subgraph_05031.graphml,哪种疾病在患有2型糖尿病和hs-CRP升高的情况下，更容易并发胆囊炎？,糖尿病
bridge_subgraph_05038.graphml,哪种检查能够同时有效诊断甲状腺微小乳头状癌、胆囊良性息肉样病变以及胎儿和成人的先天性心脏病？,超声诊断
bridge_subgraph_05043.graphml,哪种检查能同时有效诊断卵巢卵黄囊瘤、小乳癌以及肝脏疾病和肝癌？,超声诊断
bridge_subgraph_05035.graphml,哪种检查能有效诊断闭合性跟腱断裂、宫内节育器位置异常以及颈部恶性淋巴结和乳腺肿块？,超声诊断
bridge_subgraph_05042.graphml,哪种检查在诊断肿瘤、HPUS以及子宫内膜癌和肾癌时更为有效？,超声诊断
bridge_subgraph_05037.graphml,哪种检查能同时有效诊断腹部实质性脏器损伤、特殊部位妊娠，以及适用于儿科和肺癌的影像学检查？,超声诊断
bridge_subgraph_05041.graphml,哪种检查能同时有效诊断左冠状动脉-肺动脉瘘、先天性胎儿畸形以及早期肝癌（HCC）？,超声诊断
bridge_subgraph_05045.graphml,哪种检查能同时有效诊断子宫内膜异位、胎儿泌尿系异常以及心血管疾病和脑梗死？,超声诊断
bridge_subgraph_05034.graphml,哪种检查能有效诊断早期妊娠中的双胎输血综合症和子宫内膜病变，同时也能发现原发甲状腺淋巴瘤？,超声诊断
bridge_subgraph_05044.graphml,哪种检查能有效诊断围吻合口肿瘤和胎儿脐静脉异常，同时也能发现乳腺肿瘤和乳腺纤维腺瘤？,超声诊断
bridge_subgraph_05039.graphml,哪种检查能同时有效诊断高血压性心脏病、良性结节以及肠梗阻和粘连性肠梗阻？,超声诊断
bridge_subgraph_05047.graphml,哪种检查能有效区分良、恶性结节，同时也能准确诊断阔韧带子宫肌瘤、子宫肌瘤和子宫内膜异位症？,超声诊断
bridge_subgraph_05040.graphml,哪种医学内容在Adler的妇产科急症中涉及异位妊娠及早期异位妊娠的处理？,超声诊断
bridge_subgraph_05046.graphml,哪种检查能有效区分亚急性甲状腺炎和单纯性淋巴水囊瘤，同时还能发现肝硬化及肝门部胆管癌？,超声诊断
bridge_subgraph_05050.graphml,哪种检查能同时有效诊断脑梗死、急性白血病，并兼顾颈动脉硬化和乳腺癌的筛查？,超声诊断
bridge_subgraph_05049.graphml,哪种医学内容与浅表海绵状血管瘤和产科急腹症妊娠期卵巢扭转直接相关，且常与肝纤维化和肝结核同时出现？,超声诊断
bridge_subgraph_05055.graphml,哪种检查在诊断脑梗死和急性心肌梗死时，ACI和HDIP更为常用？,血脂浓度
bridge_subgraph_05058.graphml,哪种检查能同时准确诊断肝损害、胆管癌以及肝癌和酒精性肝损害？,经皮肝穿刺活检
bridge_subgraph_05048.graphml,哪种疾病既与高血压及老年高血压病的并发症密切相关，又常与动脉粥样硬化相伴，且容易影响肝脏？,冠心病
bridge_subgraph_05056.graphml,哪种检查能有效诊断肾动脉狭窄、胃溃疡、异位妊娠和急性盆腔炎？,超声诊断
bridge_subgraph_05064.graphml,哪种检查能有效区分外伤性胃肠穿孔、肝结核、结肠癌和乳腺癌？,超声诊断
bridge_subgraph_05060.graphml,哪种检查能同时诊断肾绞痛、左前降支问题，以及甲状腺结节和阑尾炎？,超声诊断
bridge_subgraph_05059.graphml,哪种检查可以有效区分前列腺良性增生和前列腺肉瘤样癌，同时也能识别前列腺癌和前列腺增生？,直肠穿刺活检
bridge_subgraph_05054.graphml,哪种检查能有效诊断坏疽性阑尾炎、肺癌，同时也能辅助识别胃癌和声带麻痹？,超声诊断
bridge_subgraph_05057.graphml,哪种医学内容与收缩期末扭转角度和等容舒张期末扭转角度直接相关，且常与高血压和2型糖尿病同时出现？,AVCtw
bridge_subgraph_05062.graphml,哪种检查能同时检测颈动脉状况、甲状腺结节恶性，以及排查结肠癌和精神分裂症？,超声诊断
bridge_subgraph_05052.graphml,哪种检查能同时准确诊断先心病和早孕期绒毛膜隆起，并且还能发现梗阻性黄疸和肝门部胆管癌？,超声诊断
bridge_subgraph_05066.graphml,哪种检查可以同时用于诊断老年2型糖尿病（T2DM）、类风湿关节炎和大肠癌？,肠道菌群分析
bridge_subgraph_05067.graphml,哪种检查能同时诊断腋路臂丛神经阻滞、Algisyl注射后的情况以及血栓和子宫肌瘤？,超声监控
bridge_subgraph_05051.graphml,哪种检查能同时有效诊断儿童腺样体肥大、乳腺疾病以及先天性心脏病和胎儿心脏畸形？,超声诊断
bridge_subgraph_05053.graphml,哪种检查能有效诊断宫内节育器异位和CAF，同时也能筛查神经管缺陷和出生缺陷？,超声诊断
bridge_subgraph_05061.graphml,哪种检查能同时有效诊断胎儿盆腔及骶尾部肿块、PTC、肾损伤和2型糖尿病？,超声诊断
bridge_subgraph_05063.graphml,哪种检查能有效诊断婴幼儿心脏术后膈肌麻痹、EFE、占位性病变以及2型糖尿病？,超声诊断
bridge_subgraph_05068.graphml,哪种检查对女性乳腺疾病尤其是青年乳腺癌和早期乳腺癌的诊断最为有效？,全数字化乳腺X线摄影
bridge_subgraph_05075.graphml,哪种检查能有效区分亚急性甲状腺炎、弥漫性非均匀性脂肪肝以及同时出现的乳腺癌和肺癌？,超声诊断
bridge_subgraph_05071.graphml,哪种检查最适合同时评估幼少女盆腔肿块、慢性肾病、肝硬化和乳腺癌？,超声诊断
bridge_subgraph_05065.graphml,哪种检查能同时有效评估剖宫产瘢痕、囊腺瘤以及肝脏疾病和早期肝癌？,超声诊断
bridge_subgraph_05072.graphml,哪种检查能同时有效评估PVS、肿瘤、2型糖尿病和认知功能障碍？,脑SPECT显像
bridge_subgraph_05069.graphml,哪种检查能有效鉴别腹膜腔积气、非结石阻塞性胆管良性狭窄，以及同时出现的乳腺癌和乳腺肿块？,超声诊断
bridge_subgraph_05070.graphml,哪种检查能同时评估绝经期生活质量量表、经前期综合征，以及子宫肌瘤和CHD的情况？,血清雌二醇(E2)
bridge_subgraph_05074.graphml,哪种医学内容最能准确描述微转移和PHC在肝癌（HCC）中的关系？,血清AFP水平
bridge_subgraph_05079.graphml,哪种检查能有效鉴别直肠癌、结肠癌肝转移以及胃癌等恶性肿瘤？,CEA、CA19-9
bridge_subgraph_05086.graphml,哪种检查在ICU和西医诊断中，针对高血压患者在急诊情况下最为常用？,血压计
bridge_subgraph_05076.graphml,哪种检查能同时准确识别包块型子宫角妊娠和良性包块，并且也能发现食管癌和肠梗阻？,超声诊断
