file,query,answer
bridge_subgraph_28000.graphml,哪种疾病在胫骨平台骨折手术后常伴随疼痛，并且在进行外科治疗的同时容易出现抑郁症状？,胫骨平台骨折
bridge_subgraph_28001.graphml,哪种疾病在治疗过程中常需使用支撑钢板和切开复位内固定手术，且在诊断时通常依赖螺旋CT和MRI检查？,胫骨平台骨折
bridge_subgraph_27994.graphml,哪种疾病在治疗过程中需要同时进行引流管护理、康复操护理、心理护理和穴位按摩？,非切口疼痛
bridge_subgraph_28005.graphml,哪种疾病在治疗过程中常需结合熏蒸治疗、端端吻合术，并辅以心理护理和综合护理？,胫骨平台骨折
bridge_subgraph_27992.graphml,哪种疾病在治疗过程中需要使用阿仑膦酸钠，并涉及胫骨平台良性肿瘤的预防感染和饮食护理？,胫骨平台骨折
bridge_subgraph_28009.graphml,哪种疾病在治疗过程中需要同时进行锻炼理疗和X线扫描，并且还需配合心理护理和综合护理？,胫骨平台骨折
bridge_subgraph_27997.graphml,哪种疾病在治疗过程中常需采用微创固定和舒适护理，并且手术治疗主要依靠锁定加压钢板内固定术，同时患者还容易出现焦虑症状？,胫骨平台骨折
bridge_subgraph_28006.graphml,哪种疾病在进行锁定钢板置入和髂胫束入路复位植骨治疗时，需要同时进行常规护理和心理护理？,胫骨平台骨折
bridge_subgraph_28011.graphml,哪种疾病在预后差的情况下，通常伴有PCNA标记指数升高，并且在影像学检查尤其是X线检查中也有明显表现？,恶性脑膜瘤
bridge_subgraph_28007.graphml,哪种疾病在手术治疗声带息肉时，需要同时采用七氟醚和瑞芬太尼麻醉，并配合常规护理和舒适护理？,声带息肉摘除
bridge_subgraph_28013.graphml,哪种疾病在采用舒适护理干预和盐酸米诺环素软膏治疗的同时，还需要特别注意围手术期和术后护理？,种植牙手术
bridge_subgraph_28012.graphml,哪种疾病在治疗时通常需要采用标准胫骨平台入路和L形支撑钢板固定结合术，并且在进行诊断时常常需要借助MRI和CT检查？,胫骨平台骨折
bridge_subgraph_28020.graphml,哪种疾病在CT三维重建图像和MRI检查中均有表现，且需要特别关注疼痛护理？,胫骨平台骨折
bridge_subgraph_28010.graphml,哪种疾病在治疗过程中常伴有股四头肌挛缩的并发症，且通常需要结合中药熏蒸辅助治疗，同时可能涉及外科手术和骨折复位等手术治疗手段？,陈旧性髌骨骨折
bridge_subgraph_28017.graphml,哪种疾病在进行复位内固定术和加压接骨板治疗时，容易出现感染，但预后良好？,胫骨平台骨折
bridge_subgraph_28015.graphml,哪种疾病在胸透筛查和螺旋CT薄层扫描中常被检出，且常伴随CT检查和多层螺旋CT影像学检查结果？,小儿气道异物
bridge_subgraph_28023.graphml,哪种医学内容在关节内骨折的支撑钢板固定治疗中，与护理及围手术期护理密切相关？,胫骨平台骨折
bridge_subgraph_28014.graphml,哪种疾病在采用双切口多钢板内固定治疗的同时，还需要结合中药治疗，并通过胫骨平台X线摄片和MRI进行影像学检查？,胫骨平台骨折
bridge_subgraph_28018.graphml,哪种疾病在20％至30％的发病率下，表现为骨髓无水肿，且常通过X线平片和CT检查发现？,本症
bridge_subgraph_28016.graphml,哪种疾病在康复计划中常结合坚强内固定治疗，并辅以针刺和心理护理？,胫骨平台骨折
bridge_subgraph_28022.graphml,哪种医学内容在回顾性分析法、MDCT、手术治疗和抗生素的使用中起到了关键作用？,胫骨平台骨折
bridge_subgraph_28027.graphml,哪种疾病在钩虫感染后会引起周围神经炎反应，并伴随疼痛和感染症状？,轻度感染
bridge_subgraph_28008.graphml,哪种疾病在进行双切口手术治疗后，需要特别注意室内活动，并且更适合采用个性化护理而非仅依赖常规护理组？,胫骨平台骨折
bridge_subgraph_28024.graphml,哪种疾病在男性患者中常见，且在进行CT检查时，围关节线钢板附近会出现金属放射状伪影？,胫骨平台骨折
bridge_subgraph_28026.graphml,哪种疾病在进行肠内和肠外营养支持治疗的同时，还需要结合护理干预和常规护理作为辅助治疗？,食管癌合并糖尿病
bridge_subgraph_28040.graphml,哪种疾病可以通过补充枸杞汁预防，同时用电针和针灸作为辅助治疗手段？,运动性低血睾酮
bridge_subgraph_28028.graphml,哪种疾病在深部感染作为并发症、高BMI和开放性骨折作为高危因素的情况下，常通过MRI和X线进行影像学检查？,胫骨平台骨折
bridge_subgraph_28019.graphml,哪种疾病在治疗时可能需要同时采用胫骨平台下截骨植骨内固定手术和单纯运动疗法，并且患者常伴有疼痛症状，需使用万古霉素进行药物治疗？,胫骨平台骨折
bridge_subgraph_28025.graphml,哪种疾病在进行多层螺旋CT扫描检查，尤其是使用16层螺旋CT时，常伴随骨移植和锁定加压钢板的治疗方案？,胫骨平台骨折
bridge_subgraph_28021.graphml,哪种疾病在循证护理程序和中医临床护理路径的辅助治疗下，同时结合围手术期护理和穴位按摩，能够显著提高治疗效果？,腹腔镜胃癌根治术
bridge_subgraph_28033.graphml,哪种疾病在治疗过程中常需采用改良型双反牵引技术和植骨内固定术，并且通常需要结合CT影像学检查和心理护理？,胫骨平台骨折
bridge_subgraph_28035.graphml,哪种疾病需要通过手术切开复位治疗及切开复位解剖钢板固定，并且术前准备和术后护理同样重要？,胫骨平台骨折
bridge_subgraph_28031.graphml,哪种疾病在治疗过程中既需要使用解剖接骨板内固定或保守治疗，又必须配合抗生素和护理干预？,胫骨平台骨折
bridge_subgraph_28030.graphml,哪种疾病在治疗时通常需要采用张氏微创手术和锁定钢板内固定法，并且在进行诊断时会同时使用磁共振成像和16层螺旋CT进行检查？,胫骨平台骨折
bridge_subgraph_28039.graphml,哪种疾病需要通过骨科进行排钉内固定结合植骨手术，并辅以尽早的关节功能锻炼和护理干预？,胫骨平台骨折
bridge_subgraph_28041.graphml,哪种疾病在治疗过程中常需使用双钢板和舒筋洗药，并且通常伴随手术治疗和CT平扫？,胫骨平台骨折
bridge_subgraph_28048.graphml,哪种疾病在进行手术修复和顺势牵引时，通常需要同时进行MRI和CT检查？,胫骨平台骨折
bridge_subgraph_28034.graphml,哪种医学内容在涉及吸烟和增强CT的同时，也会关联到MSCT和普通CT？,ISMAD
bridge_subgraph_28042.graphml,哪种疾病在治疗过程中既需要传统开放手术和甘油果糖药物，又离不开心理护理和手术的辅助？,胫骨平台骨折
