file,query,answer
bridge_subgraph_13002.graphml,哪种疾病会导致听力损失并伴随耳鸣，需通过氯霉素联合rhaFGF药物治疗，并辅以常规护理？,外伤性鼓膜穿孔
bridge_subgraph_13000.graphml,哪种疾病在辅助治疗中常采用热敏灸和清热化痰法，且患者常出现体重减轻和肿瘤的临床表现？,失眠
bridge_subgraph_13003.graphml,哪种疾病在需要手术清宫治疗的同时，还常见于哺乳期妊娠和年龄大的患者，并且常需配合药物治疗？,药物流产不全
bridge_subgraph_13001.graphml,哪种疾病会导致自我形象紊乱，通常需要通过假体置换方式治疗，并且患者常伴有抑郁和恶心症状？,青少年骨肉瘤
bridge_subgraph_13007.graphml,哪种医学内容与黄芪注射液（P）直接相关，且常与磁共振成像技术和心理疏导同时出现？,失眠
bridge_subgraph_13016.graphml,哪种疾病会导致反复呼吸道感染和胸部不适，同时伴随呕吐，并需要通过内镜检查来确诊？,儿童反流性食管炎
bridge_subgraph_13010.graphml,哪种医学内容能同时解释血清VitB12和血红蛋白（Hb）含量的变化，以及抑郁和阿米替林的使用情况？,难治性慢性胃炎
bridge_subgraph_13004.graphml,哪种疾病在治疗过程中常采用艾灸神阙穴和血府逐瘀汤辅助治疗，并且可能需要通过肠切除手术和相应的护理措施来综合治疗？,术后粘连性肠梗阻
bridge_subgraph_13011.graphml,哪种疾病在女性中较常见，且需通过FNAC检查法鉴别诊断，同时可能与星状神经节阻滞有关？,甲状腺炎
bridge_subgraph_13006.graphml,哪种疾病在病理组织学研究中常表现为胎粪性腹膜炎的并发症，且在治疗过程中需结合循证护理和常规护理进行辅助治疗？,先天性肠闭锁
bridge_subgraph_13015.graphml,哪种疾病会导致先天畸形和羊水污染，并且常与妊高症和孕妇年龄有关？,围生儿死亡
bridge_subgraph_13008.graphml,哪种疾病既可能是海绵状血管瘤的病理分型，也可能伴随恶性肿瘤，并常常通过锁孔开颅术治疗面肌痉挛？,桥小脑角区肿瘤
bridge_subgraph_13005.graphml,哪种疾病在治疗时需要同时考虑多西环素的使用和十二指肠溃疡的护理，且常与慢性胃炎和常规护理措施相伴出现？,幽门螺杆菌阳性
