file,query,answer
bridge_subgraph_21994.graphml,哪种疾病在术前术后的护理干预（辅助治疗）中，针对SchatzkerⅡ~Ⅴ型患者，同时考虑婚姻状况作为高危因素，尤为重要？,胫骨平台骨折
bridge_subgraph_22004.graphml,哪种疾病在进行口腔按摩辅助治疗时，常伴随AE临床表现，并且需要配合康复护理及早期康复护理？,言语障碍
bridge_subgraph_22010.graphml,哪种疾病在治疗过程中通常会同时采用心理分析、激光磁场理疗仪、心理护理和常规护理等多种辅助治疗方法？,脑卒中后尿失禁
bridge_subgraph_22012.graphml,哪种疾病在41~50岁人群中，通过影像学检查和常规护理后，常需要进行切口切开复位治疗？,胫骨平台骨折
bridge_subgraph_22005.graphml,哪种疾病在进行端端吻合术后，通过常规护理和心理干预能取得很好的治疗效果？,胫骨平台骨折
bridge_subgraph_22009.graphml,哪种疾病在进行传统切开内固定手术时容易出现金属放射状伪影，且多发于特定年龄段患者，常需辅助腰麻治疗？,胫骨平台骨折
bridge_subgraph_22013.graphml,哪种疾病在骨二科进行内固定辅助治疗后，通过手术治疗能够实现骨折全部愈合？,胫骨平台骨折
bridge_subgraph_22008.graphml,哪种疾病发病率高达28.9%，常通过葶苈大枣润肺汤治疗，且需与肺栓塞进行鉴别诊断，通常借助CT进行影像学检查？,左心衰竭
bridge_subgraph_22006.graphml,哪种疾病是由石膏样毛癣菌和金黄色葡萄球菌引起的，且需要使用抗生素治疗感染症状？,毛囊炎
bridge_subgraph_22014.graphml,哪种疾病需要同时使用64层螺旋CT检查、锁定钢板内固定自体髂骨植骨治疗，并且常伴随CT检查和塞来昔布的使用？,胫骨平台骨折
bridge_subgraph_22016.graphml,哪种疾病会出现胞浆丰富和瞳孔温热疗法，并且常伴随DR和激光治疗？,CEC
bridge_subgraph_22015.graphml,哪种疾病在治疗过程中常需要用到数字X射线摄影和锁定接骨板内固定，并且通常还会伴随MRI检查和外科手术？,胫骨平台骨折
bridge_subgraph_21984.graphml,哪种疾病在AIH和LKM-1抗体阳性时，同时需要心理干预才能达到良好治疗效果？,自身免疫性肝病
bridge_subgraph_21977.graphml,哪种医学内容与高血压、高血糖、高脂血症及糖尿病足直接相关，且常与90.8％的骨质疏松同时出现？,下肢动脉病变
bridge_subgraph_22011.graphml,哪种疾病在MRI和X线检查中需与胎粪性肠梗阻鉴别，且治疗时可联合使用妈咪爱和酚妥拉明？,新生儿坏死性小肠结肠炎
