file,query,answer
bridge_subgraph_22989.graphml,哪种疾病在X 线平片检查后常需进行传统内固定手术，且术后易并发肺栓塞但预后较好？,胫骨平台骨折
bridge_subgraph_22997.graphml,哪种疾病在治疗过程中需要特别注意饮食护理和全方位护理，且常伴有疼痛和切口感染的风险？,胫骨平台骨折
bridge_subgraph_22998.graphml,哪种疾病在进行关节镜下手术后，配合健康宣教和综合护理，预后状况仍然较差？,胫骨平台骨折
bridge_subgraph_23001.graphml,哪种疾病在出现轻度HIE和综合护理的同时，还常伴随颅内出血，并且需要通过MRI进行检查？,HIE
bridge_subgraph_23008.graphml,哪种疾病在进行脊柱内固定术和植骨治疗时，容易并发糖尿病和肺栓塞？,深部感染
bridge_subgraph_23006.graphml,哪种疾病在进行择期手术治疗的同时，还需要通过关节镜下微创治疗、饮食护理和穴位按摩来辅助治疗？,胫骨平台骨折
bridge_subgraph_23004.graphml,哪种疾病在进行单侧锁定钢板内固定治疗和横斜破裂型成形术的同时，常伴随出现焦虑和抑郁症状？,胫骨平台骨折
bridge_subgraph_23005.graphml,哪种疾病需要通过外科手术或联合手术治疗，并且在进行诊断时通常会使用MRI和螺旋CT进行影像学检查？,胫骨平台骨折
bridge_subgraph_23011.graphml,哪种疾病在车祸后需要进行手术复位和植骨修复骨缺损，并且治疗过程中会用到玻璃酸钠和中药？,胫骨平台骨折
bridge_subgraph_23017.graphml,哪种疾病在治疗过程中需要同时进行注意力训练和常规康复训练，且其病因与心理因素密切相关？,脑卒中后认知功能障碍
bridge_subgraph_23012.graphml,哪种疾病在24至64岁人群中易导致膝关节部位骨折，且通常需要通过CT检查和手术治疗？,胫骨平台骨折
bridge_subgraph_23013.graphml,哪种疾病在治疗过程中需要结合3D打印技术和普通X线影像学检查，并常伴随使用地奥司明药物和饮食指导作为辅助治疗？,胫骨平台骨折
bridge_subgraph_23010.graphml,哪种疾病在DMBT1基因表达缺失（遗传因素）的人群中发病率达3.61%，且在风险评估时需考虑年龄因素，治疗过程中需要特别护理？,上消化道癌
bridge_subgraph_23015.graphml,哪种疾病在左心室射血分数低于50%的高危因素和术前总胆红素升高的风险评估下，容易导致感染并引发术后并发症？,围手术期死亡
bridge_subgraph_23014.graphml,哪种疾病需要通过植骨及内固定或锁定铜板内定术治疗，并且通常需要进行CT检查来确诊？,胫骨平台骨折
bridge_subgraph_23018.graphml,哪种疾病在出现肺栓塞并发症时，需要通过三维CT重建影像进行诊断，并常结合护理干预和手术治疗？,胫骨平台骨折
bridge_subgraph_23007.graphml,哪种疾病在治疗过程中需要特别注重一般护理和早期康复锻炼，并且常常结合针灸和螺旋CT扫描进行辅助治疗和影像学检查？,胫骨平台骨折
bridge_subgraph_23022.graphml,哪种疾病在进行功能锻炼干预后，X光片显示较差，且需要通过CT进一步确诊？,胫骨平台骨折
bridge_subgraph_23023.graphml,哪种疾病在骨折分型后常需采用双切口多钢板内固定治疗，并且通常需要通过CT和MRI进行辅助诊断？,胫骨平台骨折
bridge_subgraph_23024.graphml,哪种疾病会导致关节活动受限，并常与膝关节炎同时出现，在进行体能训练和针刺治疗时需特别注意？,胫骨平台骨折
bridge_subgraph_23028.graphml,哪种疾病在治疗过程中需要使用派丽奥，并可能涉及切除术或成形术，同时常伴随抗生素治疗和X线检查？,种植体周围炎
bridge_subgraph_23029.graphml,哪种疾病在东部地区多发，通常需要通过CT检查确诊，并在治疗过程中结合常规功能锻炼和手术治疗？,胫骨平台骨折
bridge_subgraph_23016.graphml,哪种疾病在采用推拿手法治疗时，常需结合外科治疗，并通过CT检查，尤其适用于SchatzkerⅠ～Ⅲ型的情况？,胫骨平台骨折
bridge_subgraph_23021.graphml,哪种疾病在男性患者中，通过局部热敷熏蒸和DR检查，同时与年龄相关？,胫骨平台骨折
bridge_subgraph_23026.graphml,哪种疾病在免疫组织化学检测中有特定表现，并且可以通过增强肝抗氧化能力、中药治疗以及运动疗法来进行综合治疗？,非酒精性脂肪性肝炎
bridge_subgraph_23019.graphml,哪种疾病在40岁以后发病，需要使用自拟活血祛风中药颗粒剂治疗，同时伴随焦虑症状并需要康复训练辅助治疗？,SFD
bridge_subgraph_23020.graphml,哪种疾病在治疗过程中常需采用经皮空心螺钉内固定方法和一般护理，并且通常需要通过CT检查来辅助诊断？,胫骨平台骨折
bridge_subgraph_23025.graphml,哪种疾病需要使用胃苏颗粒和抗生素联合治疗，并且常常伴随幽门螺杆菌感染，需通过X线进行检查？,慢性胃窦炎
bridge_subgraph_23031.graphml,哪种疾病会导致男性患者在大脑出现异常的同时，需要进行左肝外侧叶手术，且通过CT检查可以确诊？,胃肝样腺癌
bridge_subgraph_23009.graphml,哪种医学内容与精子DNA碎片指数和宫颈涂片直接相关，且通常与CT检查和男性同时出现？,不育症
bridge_subgraph_23032.graphml,哪种疾病在ESD和自膨式支架治疗过程中，需要特别关注患者的年龄和CT图像表现？,食管病变
bridge_subgraph_23033.graphml,哪种疾病在治疗过程中既需要跟骨牵引和骨折切开复位钢板内固定，又常常需要通过MRI和CT进行辅助诊断？,胫骨平台骨折
bridge_subgraph_23037.graphml,哪种疾病在手术治疗中需要进行手术内固定和手术修复，同时还需要配合疼痛护理和康复训练？,胫骨平台骨折
bridge_subgraph_23038.graphml,哪种疾病在采用切开复位内固定结合髂骨手术治疗的同时，使用抗生素药物治疗能有较好的预后？,胫骨平台骨折
bridge_subgraph_23034.graphml,哪种疾病在输卵管妊娠治疗中使用右美托咪定时，需要特别重视常规护理和心理护理？,卵巢囊肿手术
bridge_subgraph_23030.graphml,哪种疾病在治疗后会出现皮疹，伴随气息声，且发病率为100.0%，需要常规护理辅助治疗？,B
bridge_subgraph_23027.graphml,哪种疾病在男性患者中常见，且在进行X线检查和关节镜监护时，需要特别重视术前准备？,胫骨平台骨折
bridge_subgraph_23036.graphml,哪种疾病在老年人中常见，且常通过CT影像学检查发现，并伴随血液病并发症和特异性抗体阳性？,弓形虫感染
bridge_subgraph_23041.graphml,哪种疾病在伴有行动脉损伤和需要足量植骨的同时，还会出现疼痛症状并通过X线检查确诊？,胫骨平台骨折
bridge_subgraph_23042.graphml,哪种疾病在影像学检查尤其是CT中，常与外洗和胫骨平台后外侧骨折同时出现？,胫骨平台骨折
bridge_subgraph_23043.graphml,哪种疾病在采用普通解剖钢板治疗时，需要特别参考CT图像，并且常见于Ⅲ型和Ⅴ型病例？,胫骨平台骨折
bridge_subgraph_23040.graphml,哪种疾病在进行螺旋CT检查后，常需通过前正中入路手术治疗，并且需要配合综合护理干预，且多发于特定年龄段人群？,胫骨平台骨折
bridge_subgraph_23047.graphml,哪种疾病在SchatzkerⅠ型骨折的CT平扫中常见，且常伴随使用塞来昔布和进行MRI检查？,胫骨平台骨折
bridge_subgraph_23035.graphml,哪种疾病最适合采用关节镜下微创内固定结合术治疗，并需要配合个体化微创治疗方案和整体护理来预防感染？,胫骨平台骨折
bridge_subgraph_23039.graphml,哪种医学内容更详细地描述了男性患者在平均年龄(33.7±13.0)岁接受人工膝关节置换术后发生术后感染的情况？,血友病性膝关节炎
bridge_subgraph_23048.graphml,哪种疾病在膝前正中纵切口手术后容易引发感染，且常与交通伤和坠落伤相关？,胫骨平台骨折
bridge_subgraph_23054.graphml,哪种疾病在小儿外科常见，主要发生在躯干，且通常需要通过影像学检查确诊和手术治疗？,脂肪母细胞瘤
bridge_subgraph_23050.graphml,哪种疾病在治疗过程中常伴随尿酸和血清Cys-C水平的变化，并需要使用丹参注射液和常规护理？,2型糖尿病肾病
bridge_subgraph_23055.graphml,哪种疾病在采用FDP药物治疗的同时，常伴随晕厥的临床表现，并需要结合常规护理和护理干预进行辅助治疗？,急性重症病毒性心肌炎
bridge_subgraph_23049.graphml,哪种疾病在治疗时通常需要采用传统开放手术或手术复位支持钢板内固定，并且诊断过程中常需借助CT和X线检查？,胫骨平台骨折
bridge_subgraph_23046.graphml,哪种疾病在出现膝骨性关节炎并发症时，通常需要通过关节镜治疗，并且在进行诊断时会同时使用CT和MRI影像学检查？,胫骨平台骨折
bridge_subgraph_23045.graphml,哪种疾病在治疗时需要采用LISS系统或双钢板固定结合植骨治疗，并且通常需要借助16层螺旋CT进行影像学检查？,胫骨平台骨折
bridge_subgraph_23058.graphml,哪种疾病在硬膜外麻醉后需要进行术后功能锻炼，并配合常规护理和饮食护理？,胫骨平台骨折
bridge_subgraph_23059.graphml,哪种疾病在彩色多普勒血流成像中可见，且常伴随溃疡、活动受限和疼痛？,患儿
bridge_subgraph_23056.graphml,哪种疾病适合采用颈椎舒筋整复手法和灯盏花素治疗，并且常与针灸和中药联合使用？,颈性眩晕症
bridge_subgraph_23052.graphml,哪种疾病需要采用双柱支撑固定植骨手术治疗，并且在诊断过程中需结合64排螺旋CT三维影像后处理技术以及磁共振成像（MRI）进行检查？,胫骨平台骨折
bridge_subgraph_23051.graphml,哪种疾病在患者需要再次气管插管或气管切开，且乳酸脱氢酶水平异常的情况下，更容易在特定年龄段的围手术期护理中出现？,OPCAB
bridge_subgraph_23057.graphml,哪种疾病在治疗过程中通常会同时采用切开复位钢板内固定术和针刺、中药熏蒸加运动疗法，并辅以心理干预和复位内固定术？,胫骨平台骨折
bridge_subgraph_23044.graphml,哪种疾病在进行三维重建影像学检查后，容易出现畸形愈合，并且需要中西医结合护理和优质护理来辅助治疗？,胫骨平台骨折
bridge_subgraph_23065.graphml,哪种疾病由胆道阻塞引起，常导致内毒素血症，且需要外科治疗并通过X线进行影像学检查？,阻塞性黄疸
bridge_subgraph_23064.graphml,哪种疾病在治疗过程中需要激光治疗和舒适护理，并且常常需要通过CT及CT平扫来辅助诊断？,胫骨平台骨折
bridge_subgraph_23060.graphml,哪种疾病在男性患者中常见，且通过苏氏正骨法和髂胫束入路复位植骨治疗后能缓解疼痛？,胫骨平台骨折
bridge_subgraph_23063.graphml,哪种疾病在膝内外翻畸形的治疗中，常需要借助磁共振成像进行诊断，并采用间接复位技术进行外科手术？,胫骨平台骨折
bridge_subgraph_23066.graphml,哪种疾病在CT片上显示异常，常因跌倒引发，且治疗时需结合中西医结合治疗和抗生素使用？,胫骨平台骨折
bridge_subgraph_23053.graphml,哪种疾病会导致髌骨外脱位，需要通过胫骨结节髌韧带移植手术治疗，并在诊断时常用X线检查，同时还需要护理作为辅助治疗？,习惯性髌骨脱位
bridge_subgraph_23062.graphml,哪种疾病在磁共振扩散加权成像中表现为periventricular leukomalacia，且在影像学检查和透射电镜下也有相应特征？,脑白质损伤
bridge_subgraph_23071.graphml,哪种医学内容在细针穿刺细胞学和胰管扩张中最为关键，并且通常与CT检查和MRI同时出现？,胰腺病变
bridge_subgraph_23069.graphml,哪种疾病在鼻窦出现问题时，既需要做核磁共振（MRI）检查，又可能需要配合CT检查来确诊？,内翻性乳头状瘤
bridge_subgraph_23067.graphml,哪种疾病在治疗过程中需要同时采用消肿止痛、组合式外固定架结合的方法，并辅以中药和康复护理？,胫骨平台骨折
bridge_subgraph_23076.graphml,哪种疾病需要通过手术切开复位钢板内固定处理胫骨近端，并且在进行治疗过程中常伴随心理护理和MRI检查？,胫骨平台骨折
