file,query,answer
subgraphs_batch_038_textual_subgraph_0249.graphml,"Which athlete from the United States, known for their professional career, has lived in Akron?",LeBron James
subgraphs_batch_038_textual_subgraph_0243.graphml,"Which artist has an official website known as Common's webpage, was nominated for the MTV Video Music Award for Best Cinematography, and is associated with both Mercury Records and Sanctuary Records Group?",Kiss
subgraphs_batch_038_textual_subgraph_0247.graphml,What is the field that has students majoring in Mathematics and is also associated with graduates from Bates College?,Science
subgraphs_batch_038_textual_subgraph_0245.graphml,"What TV show, which was created by Haim Saban and aired on Nickelodeon, is primarily in English and originates from the United States?",Power Rangers
subgraphs_batch_038_textual_subgraph_0246.graphml,"Which film was produced by Paramount Pictures, primarily in English, had an estimated budget in United States Dollars, and featured Los Angeles International Airport as one of its prominent locations?",Airplane!
subgraphs_batch_038_textual_subgraph_0242.graphml,"Which artist, known for their connection to California and the United States, shares an affiliation with both the city where Merle Haggard was born and a notable location in the state?",Bakersfield
subgraphs_batch_038_textual_subgraph_0252.graphml,"Which organization offers customer service in English, is headquartered in New York, and is a member of the Interactive Advertising Bureau?",Associated Press
subgraphs_batch_038_textual_subgraph_0248.graphml,Which city in Connecticut is home to Wesleyan University and has a significant number of mortgages estimated by the United States Department of Housing and Urban Development?,Middletown
subgraphs_batch_038_textual_subgraph_0241.graphml,"Which organization is known for hosting Celebrity Fit Club, has its headquarters in New York City, and has also been associated with both winning a Peabody Award and broadcasting Thomas the Tank Engine & Friends?",VH1
subgraphs_batch_038_textual_subgraph_0255.graphml,"Which institution, headquartered in London, has notable alumni including Tracey Ullman, Russell Brand, and Naomi Campbell?",Italia Conti Academy of Theatre Arts
subgraphs_batch_038_textual_subgraph_0254.graphml,"Which film features special effects, falls under the genre of British comedy, has an estimated budget in United States Dollars, and was distributed by Fox Searchlight Pictures?",A Midsummer Night's Dream
subgraphs_batch_038_textual_subgraph_0258.graphml,Who is the person that speaks both Gujarati and Punjabi and is connected to Artie Lange and Aasif Mandvi?,Indian American
subgraphs_batch_038_textual_subgraph_0253.graphml,"Which city, known for its official website and located in Westchester County, New York, was once home to Marilyn Monroe's spouse?",White Plains
subgraphs_batch_038_textual_subgraph_0251.graphml,"Who is the renowned actor from Great Britain, known for his role in the film ""Jodhaa Akbar"" and for practicing Hinduism, who has also lived in Uttar Pradesh?",Amitabh Bachchan
subgraphs_batch_038_textual_subgraph_0266.graphml,"Which language is spoken in both South Africa and India, and is also known to be spoken by Sneha and Nagarjuna?",Telugu language
subgraphs_batch_038_textual_subgraph_0257.graphml,"Who is the individual that speaks Irish and is connected to notable figures such as Glenda Jackson, Martine McCutcheon, and Richard Dawkins?",White British
subgraphs_batch_038_textual_subgraph_0263.graphml,"Which entity, associated with both Yahoo! and Apple Inc. in the business world, is also categorized under a random classification by the Library of Congress?",Software
subgraphs_batch_038_textual_subgraph_0265.graphml,"Who is the person that has a connection to both Qatar and India, and is also associated with Trisha Krishnan and Meena?",Malayali
subgraphs_batch_038_textual_subgraph_0269.graphml,Who is the musician from Great Britain who shares a profession with Michael Sembello and Willie Nelson?,Session musician
subgraphs_batch_038_textual_subgraph_0272.graphml,"Which music label is associated with artists such as Morrissey, Dave Grohl, John Denver, and Meat Loaf?",RCA
subgraphs_batch_038_textual_subgraph_0260.graphml,"What genre of music is associated with artists like Jamiroquai and Portishead, and also shares a connection with the legendary Miles Davis, while being rooted in the broader category of Jazz?",Acid jazz
