file,query,answer
subgraphs_batch_043_textual_subgraph_0303.graphml,"What film, which was released on DVD and is affiliated with the United States, received a nomination for The Cat in the Hat award and won the Razzie Award for Worst Screenplay?",The Love Guru
subgraphs_batch_043_textual_subgraph_0316.graphml,"What English-language film blends comedy, drama, and romance, and was also released on DVD?",Fiddler on the Roof
subgraphs_batch_043_textual_subgraph_0314.graphml,"Which film was released in Italy, primarily spoken in Spanish, and involved notable work in visual effects, also becoming available on DVD?",Contact
subgraphs_batch_043_textual_subgraph_0306.graphml,"Which film received award nominations for ""The Cat in the Hat"" and had a crew that included a Visual Effects Supervisor and specialists in both Special Effects and Visual Effects?",The Love Guru
subgraphs_batch_043_textual_subgraph_0311.graphml,"Which film was released in New York and the Czech Republic, and is also known for its media titles in the United Kingdom and falls under the genre of British comedy?",Monty Python and the Holy Grail
subgraphs_batch_043_textual_subgraph_0308.graphml,"Which film won the Razzie Award for Worst Screenplay, is classified as a British comedy, involved a notable makeup artist from Great Britain, and has a connection to the United States?",The Love Guru
subgraphs_batch_043_textual_subgraph_0310.graphml,"Which film, featuring Mike Myers and executive produced by Gary Barber, falls under the genres of comedy and romance and has a title associated with British comedy?",The Love Guru
subgraphs_batch_043_textual_subgraph_0317.graphml,"What film features music by Danny Elfman, was produced by Robert Zemeckis, distributed by Paramount Pictures, and released on DVD?",Real Steel
subgraphs_batch_043_textual_subgraph_0304.graphml,"What film was written by Mike Myers, falls under the genre of comedy of manners, and has the dubious honor of winning a Razzie Award for Worst Picture and having a nominee for the Razzie Award for Worst Actress?",The Love Guru
subgraphs_batch_043_textual_subgraph_0312.graphml,"Which actor has been associated with the film ""Spy Kids 3-D: Game Over"" and received nominations for both the Razzie Award for Worst Picture and the Razzie Award for Worst Supporting Actor?",Sylvester Stallone
subgraphs_batch_043_textual_subgraph_0319.graphml,"Which film was shot in English with cinematography by George Barnes, released on DVD, and produced by Paramount Pictures?",The Greatest Show on Earth
subgraphs_batch_043_textual_subgraph_0315.graphml,"Which film features Mike Myers as an award-winning actor, has a Sound Editor and Makeup Artist from Great Britain in its crew, and is associated with the United States of America?",The Love Guru
subgraphs_batch_043_textual_subgraph_0313.graphml,"Which film was executive produced by Jan de Bont, features sound mixing as part of its crew, and had its director nominated for a Razzie Award for Worst Director, all while being in the English language?",The Haunting
subgraphs_batch_043_textual_subgraph_0320.graphml,"Which horror film, released in Slovenia, features a makeup artist from Great Britain and a notable sound mixer on its crew?",Lost Highway
subgraphs_batch_043_textual_subgraph_0321.graphml,"Which film features music by George S. Clinton, received award nominations for The Cat in the Hat, includes a sound mixer in its crew, and is associated with the United States of America?",The Love Guru
subgraphs_batch_043_textual_subgraph_0326.graphml,"Which film has both Robert De Niro and a Palme d'Or among its awards, and features a Sound Mixer and a Makeup Artist-GB on its crew?",Taxi Driver
subgraphs_batch_043_textual_subgraph_0323.graphml,"Which film, known for its blend of comedy of manners and romance, has the dubious honor of winning a Razzie Award for Worst Screenplay and was released on DVD?",The Love Guru
subgraphs_batch_043_textual_subgraph_0327.graphml,"Which film was executive produced by Gary Barber, released on DVD, had Sound Editor-GB on its crew, and is related to the United States of America?",The Love Guru
