file,query,answer
subgraphs_batch_070_textual_subgraph_0316.graphml,"Which male celebrity, born in the United States and known for his connections to Drew Barrymore and Courtney Love, are we referring to?",Kurt Cobain
subgraphs_batch_070_textual_subgraph_0307.graphml,"Who is the musician born in the United States, known for playing the guitar, and has won awards similar to those won by Van Morrison, also being associated with Ben Harper?",John Lee Hooker
subgraphs_batch_070_textual_subgraph_0317.graphml,"Who is the musician from Great Britain who has lived in New York City, been nominated for a Grammy Award for Best Traditional Folk Album, and was inducted into the Rock and Roll Hall of Fame?",Pete Seeger
subgraphs_batch_070_textual_subgraph_0321.graphml,"Which musical genre is associated with artists like Joe Cocker and Jimmy Page, also connects to Ben Harper, and falls under the broader category of Country blues?",Blues
subgraphs_batch_070_textual_subgraph_0328.graphml,Who is the male singer-songwriter from Great Britain who is associated with Ben Harper and has an official website?,John Lee Hooker
subgraphs_batch_070_textual_subgraph_0323.graphml,Who is the male singer-songwriter from Great Britain who has been nominated for a Grammy Award for Best Pop Collaboration with Vocals and has an official website?,John Lee Hooker
subgraphs_batch_070_textual_subgraph_0320.graphml,Who is the male musician and film producer from Great Britain who is also known for his membership in a music group involving keyboards?,Ray Manzarek
subgraphs_batch_070_textual_subgraph_0325.graphml,Who is the individual that has served as both President and Vice President of the United States and is associated with an official website?,George H. W. Bush
subgraphs_batch_070_textual_subgraph_0326.graphml,"Who is the singer-songwriter from Great Britain who has won awards like Van Morrison and is affiliated with an official website, despite being born in the United States of America?",John Lee Hooker
subgraphs_batch_070_textual_subgraph_0330.graphml,Who is the television producer and singer-songwriter from Great Britain who has also done dubbing performances in English films and holds American nationality?,Jada Pinkett Smith
subgraphs_batch_070_textual_subgraph_0333.graphml,Who is the male musician from Great Britain who is married to someone named Howard Shore and has been nominated for awards?,Robbie Robertson
subgraphs_batch_070_textual_subgraph_0327.graphml,"Which musician from Great Britain has been nominated for both the MTV Video Music Award for Video of the Year and the Grammy Award for Record of the Year, as well as the Grammy Award for Best Traditional Blues Album?",Cyndi Lauper
subgraphs_batch_070_textual_subgraph_0322.graphml,"Which renowned figure was nominated for a Screen Actors Guild Award for Outstanding Performance by a Cast in a Motion Picture, was influenced by James Baldwin, and is associated with both the 38th Annual Grammy Awards and an official website?",Maya Angelou
subgraphs_batch_070_textual_subgraph_0335.graphml,"Which male composer from the United States is known for his award nominations for the films ""Lilo & Stitch"" and ""Cast Away""?",Alan Silvestri
subgraphs_batch_070_textual_subgraph_0329.graphml,"Who is the musician from Great Britain who has been nominated for the MTV Video Music Award for Best Electronic Dance Music Video and is associated with the film ""An Alan Smithee Film: Burn Hollywood Burn,"" and also has an official website?",Coolio
subgraphs_batch_070_textual_subgraph_0331.graphml,"Who is the musician born in the United States of America, has won awards like Bonnie Raitt and Van Morrison, and has an official website?",John Lee Hooker
subgraphs_batch_070_textual_subgraph_0324.graphml,"Who is the singer-songwriter from Great Britain, born in the United States, who is married to Michael Sembello and has won notable awards?",Irene Cara
subgraphs_batch_070_textual_subgraph_0338.graphml,"Who is the singer-songwriter from Great Britain who has been nominated for a Grammy Award for Best Pop Collaboration with Vocals and contributed to tracks featuring a twelve-string guitar, and also has an official website?",John Lee Hooker
