file,query,answer
subgraphs_batch_028_textual_subgraph_0085.graphml,Who is the actor and musician from Great Britain who was born in the United States and is married?,Andrew W.K.
subgraphs_batch_028_textual_subgraph_0087.graphml,Who is the male musician from Great Britain known for his contributions to tracks featuring the soprano saxophone and is also associated with the jazz genre?,John Coltrane
subgraphs_batch_028_textual_subgraph_0090.graphml,"Who is the British musician known for their contributions to tracks featuring the flute, and is also recognized for their marriage and having an official website?",John Coltrane
subgraphs_batch_028_textual_subgraph_0084.graphml,"Who is the male actor born in the United States, known for his role in the film ""Mrs. Parker and the Vicious Circle,"" and has been married?",Keith Carradine
subgraphs_batch_028_textual_subgraph_0092.graphml,"Who is the British actor that lived in Hollywood, has an official website, and was married?",Peter Cushing
subgraphs_batch_028_textual_subgraph_0074.graphml,"Who is the individual that has been nominated for the Writers Guild of America Award for Best Adapted Screenplay alongside Alan Menken, and is also known for being both a musician from Great Britain and a lyricist?",Howard Ashman
subgraphs_batch_028_textual_subgraph_0076.graphml,"Who is the male saxophonist influenced by Charlie Parker and known for his contributions on the soprano saxophone, as well as being recognized for his marriage?",John Coltrane
subgraphs_batch_028_textual_subgraph_0086.graphml,Who is the African American musician from Great Britain known for their contributions on the flute and tenor saxophone?,John Coltrane
subgraphs_batch_028_textual_subgraph_0091.graphml,"Who is the artist known for their contributions on the soprano saxophone and flute, has an official website, and is also recognized as a songwriter from Great Britain?",John Coltrane
subgraphs_batch_028_textual_subgraph_0096.graphml,"Who is the African American musician known for their contributions to saxophone and flute tracks, and is also recognized as a prominent figure in British music?",John Coltrane
subgraphs_batch_028_textual_subgraph_0089.graphml,"Which music group has been nominated for both the Grammy Award for Best Pop Performance by a Duo or Group with Vocal and the MTV Video Music Award for Best Group Video, and is known for their association with jazz music and regular saxophone performances?",Dave Matthews Band
subgraphs_batch_028_textual_subgraph_0079.graphml,"Who is the renowned musician known for their contributions on the saxophone and tenor saxophone, and is professionally associated with being a Musician-GB, also linked to an official website?",John Coltrane
subgraphs_batch_028_textual_subgraph_0099.graphml,"Who is the male musician from Great Britain known for his contributions to the track ""Flute"" and his marital status?",John Coltrane
subgraphs_batch_028_textual_subgraph_0094.graphml,"Who is the male athlete who has been affiliated with both the Boston Celtics and the LSU Tigers men's basketball team, and is also known for his marriage?",Shaquille O'Neal
subgraphs_batch_028_textual_subgraph_0097.graphml,"Who is the African American musician from Great Britain, known for being influenced by Miles Davis and having been married?",John Coltrane
subgraphs_batch_028_textual_subgraph_0093.graphml,Who is the African American musician known for playing the saxophone and has been nominated for both the Academy Award for Best Original Song and the Golden Globe Award for Best Original Song?,Lionel Richie
subgraphs_batch_028_textual_subgraph_0095.graphml,"Who is the person born in Leicester, known for their membership in a music organ, and also associated with both marriage and jazz artists?",Jon Lord
