file,query,answer
subgraphs_batch_073_textual_subgraph_0336.graphml,"Which musical genre is associated with artists like Morrissey, Michael Stipe, and Bill Berry, and falls under the broader category of Indie pop?",Jangle pop
subgraphs_batch_073_textual_subgraph_0338.graphml,"Which music label is associated with artists such as The Police, Barry White, Will.i.am, and Ryuichi Sakamoto?",A&M Records
subgraphs_batch_073_textual_subgraph_0349.graphml,"Which film features special effects supervised by a notable crew, was filmed in Chicago, and includes appearances by James Brown and Steve Winwood?",Blues Brothers 2000
subgraphs_batch_073_textual_subgraph_0344.graphml,"Who is the musical artist known for both electronic drum performances and solo tracks, and has collaborated with renowned instrumentalists like Dr. Dre and Quincy Jones?",Synthesizer
subgraphs_batch_073_textual_subgraph_0347.graphml,"Which event has honored Michael W. Smith, Yo-Yo Ma, Chick Corea, and T-Bone Burnett with prestigious awards?",46th Annual Grammy Awards
subgraphs_batch_073_textual_subgraph_0348.graphml,"Which award has been won by both Linkin Park and the 44th Annual Grammy Awards, and has also seen nominations from Jimmy Page and Nine Inch Nails?",Grammy Award for Best Hard Rock Performance
subgraphs_batch_073_textual_subgraph_0342.graphml,"Which musical instrument is associated with solo track performances and regular performances by Toto, and has been played by both Duff McKagan and Paul Oakenfold?",Synthesizer
subgraphs_batch_073_textual_subgraph_0341.graphml,"What musical genre is associated with artists like Joey Jordison, Funkadelic, Lenny Kravitz, and Toto?",Funk rock
subgraphs_batch_073_textual_subgraph_0353.graphml,"What genre of music is both a parent of Rockabilly and associated with artists like The Guess Who, The Cars, and Kings of Leon?",Garage rock
subgraphs_batch_073_textual_subgraph_0345.graphml,"What genre of music is associated with artists like P!nk, The Flaming Lips, The Hollies, and Animal Collective?",Psychedelic pop
subgraphs_batch_073_textual_subgraph_0351.graphml,"Which musical artist is known for collaborating with Trent Reznor, regularly performing on the drums, and has contributed tracks for David Bowie as well as performed with Roxy Music?",Synthesizer
subgraphs_batch_073_textual_subgraph_0356.graphml,"Which musical movement or genre is associated with artists like The Fall, The Plastic Ono Band, Pink Floyd, and David Bowie?",Avant-garde
subgraphs_batch_073_textual_subgraph_0352.graphml,"Which musical instrument is played by Jimmy Page and Ozzy Osbourne, and is featured in the regular performances of both Hammered dulcimer and Judas Priest?",Synthesizer
subgraphs_batch_073_textual_subgraph_0346.graphml,"Which musical artist has had guest performances with Conga, featured Trent Reznor as an instrumentalist, regularly performed with Oingo Boingo, and received track contributions from Mike Mills?",Synthesizer
subgraphs_batch_073_textual_subgraph_0354.graphml,Which award has been won by Peter Frampton and also seen nominations from William Orbit and Prince?,Grammy Award for Best Pop Instrumental Album
subgraphs_batch_073_textual_subgraph_0360.graphml,"Which record label is associated with artists such as Doc Watson, Charles Mingus, Jeff Lynne, and Hawkwind?",United Artists Records
subgraphs_batch_073_textual_subgraph_0355.graphml,"Which music award has been won by both Lil' Kim and Los Lobos, and has also seen nominations for Prince and Bruce Springsteen?",MTV Video Music Award for Best Video from a Film
subgraphs_batch_073_textual_subgraph_0358.graphml,"Which musical genre is associated with artists such as Faith No More, Buckethead, Devin Townsend, and Lou Reed?",Experimental metal
subgraphs_batch_073_textual_subgraph_0357.graphml,"What genre of music is closely associated with artists like Bob Seger, T-Bone Burnett, and Bruce Springsteen, and falls under the broader category of rock music?",Roots rock
subgraphs_batch_073_textual_subgraph_0350.graphml,"Which musical artist is known for collaborating with Trent Reznor, regularly performing with Roxy Music and Pigface, and contributing tracks featuring Steven Wilson?",Synthesizer
subgraphs_batch_073_textual_subgraph_0364.graphml,"What genre of music, known for its psychedelic rock influences, features artists such as Jon Anderson, Roy Wood, and King Crimson?",Symphonic rock
subgraphs_batch_073_textual_subgraph_0359.graphml,"Which band was influenced by both Bob Seger and Little Feat, and is connected to Gary Moore through membership and considered peers with Judas Priest?",Thin Lizzy
subgraphs_batch_073_textual_subgraph_0363.graphml,"Which music genre features artists such as Kiss, Ozzy Osbourne, and David Lee Roth, and is a subset of pop rock?",Glam metal
subgraphs_batch_073_textual_subgraph_0362.graphml,"Which musician is known for solo track performances, regularly plays the electronic drum, and is associated with The Mars Volta and Mike Patton?",Synthesizer
subgraphs_batch_073_textual_subgraph_0366.graphml,"Which music entity has its official website and is associated with artists such as Linda Ronstadt, Loreena McKennitt, and Herbie Hancock?",Verve Music Group
subgraphs_batch_073_textual_subgraph_0368.graphml,"Which record label is associated with artists like Bryan Ferry, The B-52's, and Fatboy Slim, and has an official website?",Astralwerks
subgraphs_batch_073_textual_subgraph_0367.graphml,"Which musical instrument is associated with Trent Reznor's instrumental work, featured in solo tracks, and has contributions from artists like Richard Wright and A. R. Rahman?",Synthesizer
subgraphs_batch_073_textual_subgraph_0375.graphml,"Which music genre is associated with artists such as Pixies, They Might Be Giants, Bill Berry, and Michael Stipe?",College rock
subgraphs_batch_073_textual_subgraph_0365.graphml,"Which musical instrument is associated with Trent Reznor's instrumental work, regularly featured in The Mothers of Invention's performances, and has contributions from artists like Ryuichi Sakamoto and Chick Corea?",Synthesizer
subgraphs_batch_073_textual_subgraph_0373.graphml,Which music genre has both Dixieland and Jazz as its parent genres and is associated with artists like Quincy Jones and Sun Ra?,Swing music
subgraphs_batch_073_textual_subgraph_0369.graphml,"Which prestigious music accolade was won by George Benson and Earth, Wind & Fire, and also celebrated Chick Corea among its recipients during its 35th annual ceremony?",Grammy Award for Best R&B Instrumental Performance
subgraphs_batch_073_textual_subgraph_0370.graphml,"Who is the artist that has Trent Reznor as a lead vocalist, regularly performs with Tom Petty and the Heartbreakers, and has John Frusciante contributing to their tracks?",Synthesizer
subgraphs_batch_073_textual_subgraph_0371.graphml,"Which musical instrument is associated with Trent Reznor's instrumental work, regularly featured in drum performances, and has connections to both David Sylvian's artistic contributions and Kraftwerk's music?",Synthesizer
subgraphs_batch_073_textual_subgraph_0372.graphml,"What musical instrument is played by both Kanye West and Trent Reznor, and has also been featured in tracks by James Brown and Sun Ra?",Synthesizer
subgraphs_batch_073_textual_subgraph_0381.graphml,"Who is the male individual who was born in Concord and is associated with the United States Dollar, and is also known for his marriage?",Steve Carell
subgraphs_batch_073_textual_subgraph_0361.graphml,"Which award, won by Cameron Crowe and featuring nominations for both A. R. Rahman and Phil Collins, falls under the category of the Grammy Awards?",Grammy Award for Best Compilation Soundtrack for Visual Media
subgraphs_batch_073_textual_subgraph_0377.graphml,"Which musical artist is known for solo track performances, features Trent Reznor as an instrumentalist, collaborates with Danger Mouse on tracks, and regularly performs with Animal Collective?",Synthesizer
subgraphs_batch_073_textual_subgraph_0387.graphml,"Which male actor from Great Britain is known for his roles in the films ""Masada"" and ""Lawrence of Arabia""?",Peter O'Toole
subgraphs_batch_073_textual_subgraph_0378.graphml,"Which musical artist is known for regular performances with The Mothers of Invention, Viola, Earth, Wind & Fire, and features the talents of Marcus Miller as an instrumentalist?",Synthesizer
subgraphs_batch_073_textual_subgraph_0386.graphml,"Which actor, known for his role in the film ""Burn After Reading,"" has been nominated for both the Academy Award and BAFTA Award for Best Actor in a Supporting Role?",George Clooney
subgraphs_batch_073_textual_subgraph_0374.graphml,"What genre of music brings together artists like Pat Metheny, Nobuo Uematsu, Devin Townsend, and Mike Oldfield?",New-age music
subgraphs_batch_073_textual_subgraph_0379.graphml,"Which musical artist is known for collaborating with Trent Reznor, performing regularly with The Mothers of Invention and The Prodigy, and receiving track contributions from David J?",Synthesizer
subgraphs_batch_073_textual_subgraph_0382.graphml,"Who is the actor that has been nominated for a Screen Actors Guild Award for Outstanding Performance by a Cast in a Motion Picture alongside John Hawkes and is also known for their role in the film ""Dune"" and their marriage?",Brad Dourif
subgraphs_batch_073_textual_subgraph_0383.graphml,"Who is the male actor known for his role in ""Transformers: Revenge of the Fallen"" and has a personal webpage, who is also married?",Tyrese Gibson
subgraphs_batch_073_textual_subgraph_0390.graphml,"Who is the male actor from Great Britain who was influenced by Harold Ramis and is known for his work in the film ""Zookeeper""?",Judd Apatow
subgraphs_batch_073_textual_subgraph_0388.graphml,"Who is the male artist known for contributing tracks featuring the harmonica, who was born in Perth Amboy and is married?",Jon Bon Jovi
subgraphs_batch_073_textual_subgraph_0380.graphml,"Who is the actor from Great Britain who has been nominated for a Screen Actors Guild Award for Outstanding Performance by a Cast in a Motion Picture and is also related to Liv Tyler through award nominations, as well as being known for their marital status?",Brad Dourif
subgraphs_batch_073_textual_subgraph_0376.graphml,"Which music label is associated with artists like Dio, Dire Straits, and Black Sabbath, and also has a webpage commonly referred to as ""Common's webpage""?",Vertigo Records
subgraphs_batch_073_textual_subgraph_0384.graphml,"Who is the individual buried in Westminster Abbey, known for their role in the film ""Rebecca,"" and nominated for an Academy Award for Best Actor in a Supporting Role, as well as being associated with a notable marriage?",Laurence Olivier
subgraphs_batch_073_textual_subgraph_0395.graphml,"Who is the male British actor that was nominated for an Academy Award for Best Actor and also starred in ""Meet the Fockers""?",Dustin Hoffman
subgraphs_batch_073_textual_subgraph_0393.graphml,Who is the male actor born in Huntington who has been nominated for both a BAFTA Award for Best Actor in a Supporting Role and an award alongside Cate Blanchett?,Brad Dourif
subgraphs_batch_073_textual_subgraph_0385.graphml,"Which actor, known for their nomination for the Screen Actors Guild Award for Outstanding Performance by a Cast in a Motion Picture alongside Liv Tyler, and also recognized for their nomination in the same award category but for an Ensemble in a Drama Series, is male?",Brad Dourif
subgraphs_batch_073_textual_subgraph_0401.graphml,Who is the male composer that lived in Cairo and is known for his marriage?,Stewart Copeland
subgraphs_batch_073_textual_subgraph_0397.graphml,"Who is the male actor from Great Britain, born in Huntington, who has been nominated for awards alongside Andy Serkis?",Brad Dourif
subgraphs_batch_073_textual_subgraph_0389.graphml,"Who is the actor from Great Britain who appeared in ""Alien Resurrection"" and has been nominated for a Screen Actors Guild Award for Outstanding Performance by an Ensemble in a Drama Series, and is also known for their marriage?",Brad Dourif
subgraphs_batch_073_textual_subgraph_0398.graphml,"Who is the male actor that has been nominated for awards alongside Will Arnett and Jeffrey Tambor, and is also known for his marriage?",Jason Bateman
subgraphs_batch_073_textual_subgraph_0399.graphml,"Who is the male actor born in Huntington, known for his award nominations and his marriage, but whose name is not John Hawkes?",Brad Dourif
subgraphs_batch_073_textual_subgraph_0404.graphml,"Who is the male musician from Great Britain who is known for his work in the film ""Cats & Dogs"" and is also married?",Billy West
subgraphs_batch_073_textual_subgraph_0394.graphml,"Which actress has been nominated for both a BAFTA Award for Best Actress in a Supporting Role for her role in ""Burn After Reading"" and a Screen Actors Guild Award for Outstanding Performance by a Cast in a Motion Picture for ""Mississippi Burning""?",Frances McDormand
subgraphs_batch_073_textual_subgraph_0402.graphml,"Who is the actor born in Yangon, married to Kelly Macdonald, and has won the Screen Actors Guild Award for Outstanding Performance by a Cast in a Motion Picture?",James Wilby
subgraphs_batch_073_textual_subgraph_0396.graphml,"Who is the screenwriter who was nominated for a Primetime Emmy Award for Outstanding Supporting Actor in a Drama Series and is also associated with the film ""Color of Night""?",Eriq La Salle
subgraphs_batch_073_textual_subgraph_0406.graphml,"Who is the actor from Great Britain known for his roles in the films ""Shining Through"" and ""Taken,"" and who is also related to someone through marriage?",Liam Neeson
subgraphs_batch_073_textual_subgraph_0392.graphml,"Who is the actress who has won awards alongside Geraldine Somerville, received a Tony Award nomination for Best Actress in a Play, and is part of the Screen Actors Guild Award-winning cast for a motion picture?",Eileen Atkins
subgraphs_batch_073_textual_subgraph_0400.graphml,"Which actor, known for his award nominations alongside Tony Sirico and Robert Iler, has been recognized for his outstanding supporting role in a drama series at the Primetime Emmy Awards and is male?",Michael Imperioli
subgraphs_batch_073_textual_subgraph_0391.graphml,"Who is the actor who has been nominated for both the Screen Actors Guild Award for Outstanding Performance by a Cast in a Motion Picture and the Screen Actors Guild Award for Outstanding Performance by an Ensemble in a Drama Series, and has lived in Colorado Springs as well as being married?",Brad Dourif
subgraphs_batch_073_textual_subgraph_0407.graphml,Who is the male film producer from Great Britain who practices Islam and is known for his marriage?,Mahesh Bhatt
subgraphs_batch_073_textual_subgraph_0411.graphml,Who is the American cinematographer and actor known for their work in the film industry and also recognized for their marriage?,Robert Rodriguez
subgraphs_batch_073_textual_subgraph_0416.graphml,Who is the male British actor that has won awards similar to Charlie Cox and Aleksa Palladino?,Jack Huston
subgraphs_batch_073_textual_subgraph_0403.graphml,"Who is the actor that was born in Huntington, has been nominated for awards alongside John Hawkes, and is associated with both the film ""The Lord of the Rings: The Return of the King"" and the concept of marriage?",Brad Dourif
subgraphs_batch_073_textual_subgraph_0412.graphml,"Who is the actor from Great Britain known for their role in ""Alien Resurrection"" and nominated for awards alongside Andy Serkis, and is also recognized for their marital status?",Brad Dourif
subgraphs_batch_073_textual_subgraph_0418.graphml,"Who is the actor born in Huntington, known for his roles in ""Blue Velvet"" and ""Mississippi Burning,"" and has been nominated for awards alongside John Hawkes?",Brad Dourif
subgraphs_batch_073_textual_subgraph_0410.graphml,"Which award has recognized films such as ""The Silence of the Lambs,"" ""Armageddon,"" ""Dune,"" and ""The Lord of the Rings: The Return of the King"" with nominations?",Saturn Award for Best Costume
subgraphs_batch_073_textual_subgraph_0408.graphml,Who is the male actor from Great Britain who has won awards like Jack Huston and received award nominations like Robert Clohessy?,Michael Pitt
subgraphs_batch_073_textual_subgraph_0414.graphml,Who is the actor born in Huntington who has been nominated for a Screen Actors Guild Award for Outstanding Performance by a Cast in a Motion Picture and is known for their marriages?,Brad Dourif
subgraphs_batch_073_textual_subgraph_0420.graphml,"Who is the actor from Great Britain known for their role in ""Alien Resurrection"" and nominated for an award like John Hawkes, and also has a spouse?",Brad Dourif
subgraphs_batch_073_textual_subgraph_0423.graphml,"Who is the male director who was nominated for a BAFTA Award for Best Direction for the film ""Jurassic Park"" and is known for his marriage?",Richard Attenborough
subgraphs_batch_073_textual_subgraph_0413.graphml,Who is the male actor from Great Britain who was born in Huntington and has been nominated for awards alongside Liv Tyler?,Brad Dourif
subgraphs_batch_073_textual_subgraph_0417.graphml,"Who is the male actor who was nominated for an award for his role in ""Alien Resurrection"" and is also known for his marriage?",Brad Dourif
subgraphs_batch_073_textual_subgraph_0405.graphml,"Who is the actor that was born in Colorado Springs, has been nominated for the Screen Actors Guild Award for Outstanding Performance by a Cast in a Motion Picture, and is related to Liv Tyler through award nominations and has a spouse?",Brad Dourif
subgraphs_batch_073_textual_subgraph_0415.graphml,"Which actor, known for being male and part of the ensemble that won the Screen Actors Guild Award for Outstanding Performance by an Ensemble in a Drama Series, has connections to Gretchen Mol through awards won and to Michael Stuhlbarg through award nominations?",Robert Clohessy
subgraphs_batch_073_textual_subgraph_0426.graphml,"Who is the actor born in Huntington, known for their award nominations alongside Liv Tyler, and has been involved in notable marriages?",Brad Dourif
