file,query,answer
subgraphs_batch_013_textual_subgraph_0024.graphml,"Which film combines the genres of supernatural and action, is in the English language, and was released on DVD?",From Dusk till Dawn
subgraphs_batch_013_textual_subgraph_0005.graphml,"Which film was produced by Scott Rudin, featured a Sound Mixer in its crew, and is classified as a Drama in the English language?",A Civil Action
subgraphs_batch_013_textual_subgraph_0010.graphml,"Which animated film, primarily spoken in English and produced in the United States, had an estimated budget denominated in United States Dollars?",Shrek 2
subgraphs_batch_013_textual_subgraph_0012.graphml,"Which film was released in South Africa, the Netherlands, and the United States, and was also made in the Italian language?",Anonymous
subgraphs_batch_013_textual_subgraph_0015.graphml,"Which film, featuring locations in New York City and available in both English and Italian, has won awards including those for Rambo III?",Oscar
subgraphs_batch_013_textual_subgraph_0014.graphml,"Which film, featuring a Visual Effects Art Director and released in Kuwait and France, is primarily in the English language?",Anonymous
subgraphs_batch_013_textual_subgraph_0009.graphml,"Which TV show, executive produced by a renowned TV producer and winner of a Primetime Emmy Award for Outstanding Supporting Actor in a Drama Series, originates from the United States and is primarily in English?",Picket Fences
subgraphs_batch_013_textual_subgraph_0006.graphml,"Which film, produced by Working Title Films and starring Holly Hunter who won an award for her performance, is a drama and was released in the United States?",Thirteen
subgraphs_batch_013_textual_subgraph_0022.graphml,"Which film, produced by Roland Emmerich and released in the Netherlands, falls under both the Drama and Thriller genres?",Anonymous
subgraphs_batch_013_textual_subgraph_0001.graphml,"Which film was featured at both the 2012 Berlin International Film Festival and the 2011 Toronto International Film Festival, and had its release in the United States with a makeup artist from Great Britain on its crew?",Anonymous
subgraphs_batch_013_textual_subgraph_0017.graphml,"Which film had a Special Effects Supervisor, was made with a budget in United States Dollars, released on DVD, and primarily spoken in the English Language?",The Royal Tenenbaums
subgraphs_batch_013_textual_subgraph_0016.graphml,Which English-language comedy film produced by The Walt Disney Company was released on DVD?,Recess: School's Out
subgraphs_batch_013_textual_subgraph_0011.graphml,"Which thriller film was produced by John Davis, featured London as a filming location, and had a notable makeup artist from Great Britain on its crew?",Scoop
subgraphs_batch_013_textual_subgraph_0021.graphml,"Which film is known for its buddy genre, distributed via streaming media, and features notable contributions from a makeup artist and a visual effects supervisor?",The Hangover: Part II
subgraphs_batch_013_textual_subgraph_0025.graphml,"Which film, featuring a Visual Effects Art Director and released in France, is also associated with the English language and had a release date in the United States?",Anonymous
subgraphs_batch_013_textual_subgraph_0023.graphml,"Which film features a story by John Grisham, music by Elliot Goldenthal, is related to the United States, and includes a makeup artist from Great Britain in its crew?",A Time to Kill
subgraphs_batch_013_textual_subgraph_0029.graphml,"Which film, produced by Roland Emmerich and belonging to the drama genre, was released in both Portugal and the United States?",Anonymous
subgraphs_batch_013_textual_subgraph_0031.graphml,"Which film was produced by Roland Emmerich, released in Mexico and Germany, and involved Relativity Media in its production?",Anonymous
subgraphs_batch_013_textual_subgraph_0019.graphml,"Which film was released in Brazil, Mexico, and Germany, and is primarily in the English language?",Anonymous
subgraphs_batch_013_textual_subgraph_0018.graphml,"Which film was produced by MTV, premiered at the Sundance Film Festival, is titled under the genre of Drama, and had a notable Makeup Artist-GB in its crew?",Hustle & Flow
subgraphs_batch_013_textual_subgraph_0033.graphml,"Which horror film, executive produced by Frank Marshall, was released in the United States and primarily spoken in English?",Congo
subgraphs_batch_013_textual_subgraph_0020.graphml,"Which film features a set dresser and a special effects supervisor, is in the English language, and is associated with the United States of America?",The Dukes of Hazzard
subgraphs_batch_013_textual_subgraph_0028.graphml,"Which film, produced by John Ford and belonging to both the Romance and Drama genres, is associated with the United States of America?",The Quiet Man
subgraphs_batch_013_textual_subgraph_0032.graphml,"What is the name of the film that falls under the genre of comedy from Great Britain, features music by Ray Heindorf, is associated with the United States, and is primarily in English?",The Music Man
subgraphs_batch_013_textual_subgraph_0034.graphml,"Which film, featuring a Visual Effects Supervisor and released in France, is also associated with the English language and had a DVD release date?",Anonymous
subgraphs_batch_013_textual_subgraph_0041.graphml,"Which film was released in South Africa and France, and is also associated with the English language and the United States of America?",Anonymous
subgraphs_batch_013_textual_subgraph_0038.graphml,"Which film was released in France, belongs to the genres of Thriller and Drama, and is primarily in the English language?",Anonymous
subgraphs_batch_013_textual_subgraph_0036.graphml,"Which film combines the genres of Mystery and Crime Fiction, is often associated with Thriller titles, and has a connection to the United States of America?",Blue Velvet
subgraphs_batch_013_textual_subgraph_0039.graphml,"Which film, released in Kuwait and the United States, features a Visual Effects Supervisor and falls under the genre of Drama?",Anonymous
subgraphs_batch_013_textual_subgraph_0027.graphml,"Who is the individual that served as both the Special Effects Supervisor and Visual Effects Supervisor for a film that won awards and is part of a renowned sci-fi series, and which was released in English?",Star Wars Episode II: Attack of the Clones
subgraphs_batch_013_textual_subgraph_0035.graphml,"Which film, supervised by a visual effects expert and released in France, is also connected to the English language and had its release dates in the United States?",Anonymous
subgraphs_batch_013_textual_subgraph_0026.graphml,"Which film, produced by Dimension Films and nominated for an award for ""Along Came Polly,"" features a Visual Effects Supervisor and is primarily in the English language?",Starsky & Hutch
subgraphs_batch_013_textual_subgraph_0046.graphml,"What thriller film was released in France and also on DVD, and was primarily in the English language?",Anonymous
subgraphs_batch_013_textual_subgraph_0037.graphml,"Which martial arts film, known for winning the Hong Kong Film Award for Best Action Choreography, has titles associated with Hong Kong and was released in the United States?",Ip Man
subgraphs_batch_013_textual_subgraph_0040.graphml,"Which film features a sound mixer and a makeup artist in its crew, is produced by Warner Bros. Entertainment, and is primarily in the English language?",The Time Machine
subgraphs_batch_013_textual_subgraph_0043.graphml,"Which film features a Visual Effects Art Director and a Makeup Artist from Great Britain, was released on DVD, and falls under the drama genre?",Anonymous
subgraphs_batch_013_textual_subgraph_0044.graphml,"Which film produced by Roland Emmerich was featured at the 2011 Toronto International Film Festival, released on DVD, and falls under the thriller genre?",Anonymous
subgraphs_batch_013_textual_subgraph_0042.graphml,"Which film was edited by Joel Coen, primarily features the Spanish language, includes a Visual Effects Supervisor in its crew, and is associated with the United States of America?",The Big Lebowski
subgraphs_batch_013_textual_subgraph_0030.graphml,"Which film was released in Brazil and the Netherlands, and also featured a makeup artist from Great Britain in its crew, along with a release in the United States?",Anonymous
subgraphs_batch_013_textual_subgraph_0049.graphml,"Which film was released in Hong Kong and the United Kingdom, belongs to the thriller genre, and involves a Visual Effects Supervisor in its crew?",Anonymous
subgraphs_batch_013_textual_subgraph_0048.graphml,"Which film was showcased at the 2011 Toronto International Film Festival, produced by Relativity Media, and had notable contributions from a makeup artist and a visual effects supervisor?",Anonymous
subgraphs_batch_013_textual_subgraph_0051.graphml,"Which film, featuring a Visual Effects Supervisor and released in Kuwait, is also a Drama and primarily in the English Language?",Anonymous
subgraphs_batch_013_textual_subgraph_0047.graphml,"Which film, known for its suspenseful and thrilling plot, was released in the United States and received award nominations for its compelling family drama?",Rope
subgraphs_batch_013_textual_subgraph_0045.graphml,"Which film, produced by Relativity Media and released in South Africa, falls under the drama genre and features a Visual Effects Supervisor among its crew?",Anonymous
subgraphs_batch_013_textual_subgraph_0052.graphml,"Which film was shot in Tucson, produced by Raymond Chow, released on DVD, and primarily spoken in English?",Cannonball Run II
subgraphs_batch_013_textual_subgraph_0057.graphml,"Which film, known for addressing social issues and shot in English, won the Academy Award for Best Picture and is associated with the United States?",The Lost Weekend
subgraphs_batch_013_textual_subgraph_0053.graphml,"Which film was released at the Toronto International Film Festival and in Kuwait, is in the English language, and was produced by Relativity Media?",Anonymous
subgraphs_batch_013_textual_subgraph_0063.graphml,"Which film was released in Brazil and Portugal, features a Visual Effects Supervisor, and is primarily in the English language?",Anonymous
subgraphs_batch_013_textual_subgraph_0054.graphml,"Which film was produced by Roland Emmerich, released in Chile and the United States, and is primarily in the English language?",Anonymous
subgraphs_batch_013_textual_subgraph_0066.graphml,"Which film has release dates associated with the Netherlands, South Africa, and the United States, and also has a DVD release date?",Anonymous
subgraphs_batch_013_textual_subgraph_0064.graphml,"Which science fiction film, set in Argentina and distributed in the United States, is primarily in English?",The Transformers: The Movie
subgraphs_batch_013_textual_subgraph_0055.graphml,"Which Bollywood film, featuring costume design by Manish Malhotra and also classified as a drama, was released on DVD?",O.S.O.
subgraphs_batch_013_textual_subgraph_0061.graphml,"What film was released in both South Africa and France, is available on DVD, and is primarily in the English language?",Anonymous
subgraphs_batch_013_textual_subgraph_0059.graphml,"Which film was executive produced by Laurence Mark, featured a Set Dresser and a Visual Effects Supervisor among its crew, and was primarily in the English language?",As Good as It Gets
subgraphs_batch_013_textual_subgraph_0050.graphml,"Which film, set in Brooklyn and featuring Jesse Eisenberg, who has won awards for his performance, is also classified as a drama and primarily spoken in English?",The Squid and the Whale
subgraphs_batch_013_textual_subgraph_0058.graphml,"Which film, featuring a Visual Effects Supervisor and released in Kuwait, also had its DVD release date and was primarily in the English language?",Anonymous
subgraphs_batch_013_textual_subgraph_0056.graphml,"Which film, featuring Vanessa Redgrave and categorized as a drama, had its release date at the Toronto International Film Festival and included a Visual Effects Art Director among its crew?",Anonymous
subgraphs_batch_013_textual_subgraph_0072.graphml,"Which film, released in South Africa and featuring a Visual Effects Art Director, is also in the English language and falls under the drama genre?",Anonymous
subgraphs_batch_013_textual_subgraph_0067.graphml,"Which film has a release date in both the Netherlands and Portugal, and features a makeup artist from Great Britain and a visual effects supervisor among its crew?",Anonymous
subgraphs_batch_013_textual_subgraph_0071.graphml,"Which film was released in both the Netherlands and Portugal, features a Visual Effects Supervisor, and is primarily in the English language?",Anonymous
subgraphs_batch_013_textual_subgraph_0068.graphml,"Which film, featuring a Visual Effects Supervisor and a Makeup Artist from Great Britain, was released at the Toronto International Film Festival and falls under the genre of Drama?",Anonymous
subgraphs_batch_013_textual_subgraph_0077.graphml,"Which film was released in Ireland, Brazil, Spain, and the United Kingdom?",Anonymous
subgraphs_batch_013_textual_subgraph_0076.graphml,"Which film, released in Germany and featuring Italian dialogue, was nominated for both the Satellite Award for Best Costume Design and the Academy Award for Best Costume Design?",Anonymous
subgraphs_batch_013_textual_subgraph_0062.graphml,"Which film was released in South Africa and Chile, and also featured a makeup artist from Great Britain in its crew, in addition to being released in the United States of America?",Anonymous
subgraphs_batch_013_textual_subgraph_0060.graphml,"Which television miniseries features David Morse as a regular cast member, has won a Screen Actors Guild Award for Outstanding Performance by a Male Actor, is available in English, and was released on DVD?",John Adams
