file,query,answer
subgraphs_batch_075_textual_subgraph_0344.graphml,"Which film, produced by Walt Disney Pictures and featuring actors Clancy Brown and Peter MacNicol, is related to the United States of America?",Recess: School's Out
subgraphs_batch_075_textual_subgraph_0341.graphml,"Which institution has notable alumni in both English Studies and Finance, and also counts Gene Kelly and Julius J. Epstein among its distinguished graduates?",Pennsylvania State University
subgraphs_batch_075_textual_subgraph_0354.graphml,Which place in the United States is both the birthplace of Michael Richards and the location where Carroll O'Connor passed away?,Culver City
subgraphs_batch_075_textual_subgraph_0352.graphml,"Which music label is associated with artists like Duran Duran, Freddie Mercury, and James Taylor, and also has ties to Snoop Dogg's career?",EMI
subgraphs_batch_075_textual_subgraph_0350.graphml,"Which English artist, who has an official website called Common's webpage, is affiliated with musicians Robert Fripp and Bill Bruford?",King Crimson
subgraphs_batch_075_textual_subgraph_0338.graphml,"Which film, featuring Harvey Keitel and with a score nominated for an award by Michael Nyman, won the London Film Critics Circle Award for Actress of the Year and had an estimated budget in United States Dollars?",The Piano
subgraphs_batch_075_textual_subgraph_0353.graphml,"Which film features Dylan Baker and Peter Sarsgaard, and was supervised for visual effects while being shot in Super 35 format?",The Cell
subgraphs_batch_075_textual_subgraph_0356.graphml,"Which film features Sydney as a prominent location, includes David Wenham and Hugh Jackman in its cast, and has a Visual Effects Art Director among its crew?",Australia
subgraphs_batch_075_textual_subgraph_0360.graphml,"Which film, categorized as a drama and released in Japan, features Tom Fleischman in its crew and earned Robert De Niro an award nomination?",The King of Comedy
subgraphs_batch_075_textual_subgraph_0358.graphml,Which United States Congress session had members from Massachusetts and included government positions held by Robert Byrd and John Dingell?,104th United States Congress
subgraphs_batch_075_textual_subgraph_0359.graphml,"Which educational institution has its headquarters in New York and The Bronx, and counts Bobby Darin and Dominic Chianese among its notable alumni?",The Bronx High School of Science
subgraphs_batch_075_textual_subgraph_0357.graphml,"Which film features David Koechner, was executive produced by Bruce Berman, and has a dialogue editor from Australia?",The Dukes of Hazzard
subgraphs_batch_075_textual_subgraph_0363.graphml,"Which film features Bradley Cooper and Jeffrey Tambor, and combines the crew role of a sound mixer with the genre of absurdism?",The Hangover: Part II
subgraphs_batch_075_textual_subgraph_0365.graphml,Which film featuring Aidan Quinn and Liam Neeson falls under the mystery genre and was released on DVD?,Unknown
subgraphs_batch_075_textual_subgraph_0361.graphml,"What sport is associated with Argentina in the Olympics, features prominently in the film ""Coach Carter,"" and has notable professional athletes like Ray Allen and LeBron James?",Basketball
subgraphs_batch_075_textual_subgraph_0364.graphml,Who is the film producer from Israel who has been nominated for awards alongside Garry Marshall and has won awards in collaboration with Roberto Benigni?,Arnon Milchan
subgraphs_batch_075_textual_subgraph_0367.graphml,Which English-language musical film featured costume design by Orry-Kelly and won awards for Adolph Deutsch?,Oklahoma!
