file,query,answer
subgraphs_batch_017_textual_subgraph_0058.graphml,"Which film, set in the genres of drama, has connections to both France and the United States, and was released on DVD?",A Simple Plan
subgraphs_batch_017_textual_subgraph_0065.graphml,"Which film, set in the United States and primarily in English, was nominated for both the BAFTA Award for Best Film Music and the BAFTA Award for Best Direction?",Serpico
subgraphs_batch_017_textual_subgraph_0049.graphml,"Which crime fiction film, with a runtime associated with Spain and a release date tied to DVD, is also connected to the United States of America?",Serpico
subgraphs_batch_017_textual_subgraph_0056.graphml,"Which film features music composed by Patrick Doyle, was released in the Netherlands, came out on DVD, and falls under the Thriller genre?",Rise of the Planet of the Apes
subgraphs_batch_017_textual_subgraph_0069.graphml,"Which film has an estimated budget in United States Dollars, was produced by Relativity Media and Paramount Pictures, and is related to the United States of America?",Little Fockers
subgraphs_batch_017_textual_subgraph_0070.graphml,"Which film, produced by Paramount Pictures and featuring Al Pacino who won awards for his performance, falls under the genre of crime fiction and is primarily in the Italian language?",Serpico
subgraphs_batch_017_textual_subgraph_0072.graphml,"Which film features a Boom Operator and a Makeup Artist from Great Britain, was released on DVD, and is associated with the United States of America?",The Ice Storm
subgraphs_batch_017_textual_subgraph_0073.graphml,"Which film, known for its world cinema genre and distributed through streaming media, also saw its release on DVD and in the United States?",The Girl with the Dragon Tattoo
subgraphs_batch_017_textual_subgraph_0071.graphml,"Which film combines the genres of coming-of-age and musical, is set in the United States, and is primarily in English?",Crossroads
subgraphs_batch_017_textual_subgraph_0052.graphml,"Which film was released in both Australia and the United States, falls under the genre of British comedy, and was produced by Paramount Pictures?",Kung Fu Panda
subgraphs_batch_017_textual_subgraph_0075.graphml,"Which film, set in the United States and featuring nominees for the Academy Award for Best Actor, falls under the genre of biography and is primarily in the English language?",Serpico
subgraphs_batch_017_textual_subgraph_0077.graphml,"Which film combines elements of crime fiction and docudrama, is primarily in the English language, and was released on DVD?",Serpico
subgraphs_batch_017_textual_subgraph_0068.graphml,"Which film was primarily shot in Italian and Spanish, also featured English, and had its director nominated for the BAFTA Award for Best Direction?",Serpico
subgraphs_batch_017_textual_subgraph_0074.graphml,"Which film, written by Alan Bennett and falling under the genre of political cinema, has been recognized with a BAFTA Award for Best Actor in a Leading Role and had a nomination for the BAFTA Award for Best Film Music?",The Madness of King George
subgraphs_batch_017_textual_subgraph_0080.graphml,"Which film, known for its crime fiction and thriller genres, is also related to a biography and was nominated for the Academy Award for Best Writing Adapted Screenplay?",Serpico
subgraphs_batch_017_textual_subgraph_0078.graphml,"Which film has an official webpage, features a Visual Effects Supervisor among its crew, is related to the United States, and has a DVD release date?",The Newton Boys
subgraphs_batch_017_textual_subgraph_0076.graphml,"Which film, featuring a biography genre and produced by Paramount Pictures, was primarily in English and nominated for the Academy Award for Best Writing Adapted Screenplay?",Serpico
subgraphs_batch_017_textual_subgraph_0082.graphml,"Which film was released in France and Spain, features cinematography by Freddie Young, and is primarily in the English language?",Lawrence of Arabia
subgraphs_batch_017_textual_subgraph_0084.graphml,"Which film was primarily shot in Italian and English, has a runtime associated with Spain, and is connected to the United States?",Serpico
subgraphs_batch_017_textual_subgraph_0083.graphml,"Which film, featuring a runtime associated with Spain and primarily in the Italian language, is both connected to the United States and falls under the genre of Crime Fiction?",Serpico
subgraphs_batch_017_textual_subgraph_0079.graphml,"What film is primarily in Italian, has a runtime associated with Spain, and is related to the United States of America, with its release date tied to the DVD format?",Serpico
subgraphs_batch_017_textual_subgraph_0063.graphml,"Which organization, known for its connection to Paramount Pictures and the English language, has its headquarters in Rhode Island and has been nominated for the Razzie Award for Worst Prequel, Remake, Rip-off or Sequel?",Hasbro
subgraphs_batch_017_textual_subgraph_0087.graphml,"Which film was produced by Paramount Pictures, primarily features both Italian and English languages, and is associated with the United States of America?",Serpico
subgraphs_batch_017_textual_subgraph_0085.graphml,"Which film, featuring the Empire State Building as a prominent location and classified as a docudrama, is also associated with a runtime related to Spain and primarily spoken in the Italian language?",Serpico
subgraphs_batch_017_textual_subgraph_0081.graphml,"Who is the individual that has been nominated for both the Tony Award for Best Actor in a Play and the Academy Award for Best Actor, and has also won the National Board of Review Award for Best Actor, while also working as a film director?",Anthony Quinn
subgraphs_batch_017_textual_subgraph_0086.graphml,"Which film was shot in Johannesburg, won Morgan Freeman an award, and was nominated for the Academy Award for Best Actor, with its release also available on DVD?",Invictus
subgraphs_batch_017_textual_subgraph_0088.graphml,"Which crime fiction film, produced by Paramount Pictures and with a runtime set in Spain, was released on DVD?",Serpico
subgraphs_batch_017_textual_subgraph_0093.graphml,"Which thriller film, set in New York City and filmed in the United States, is primarily in English?",Serpico
subgraphs_batch_017_textual_subgraph_0091.graphml,Which fantasy film from the United States has won a Razzie Award for Worst Original Song and was released on DVD?,Addams Family Values
subgraphs_batch_017_textual_subgraph_0096.graphml,"Which crime fiction film, produced by Paramount Pictures and related to the United States, was released on DVD?",Serpico
subgraphs_batch_017_textual_subgraph_0095.graphml,"Which crime fiction film, originally in Italian, was released on DVD and has a significant connection to the United States?",Serpico
subgraphs_batch_017_textual_subgraph_0094.graphml,"Which film was produced by Paramount Pictures, primarily features dialogue in Italian and English, and is associated with the United States of America?",Serpico
subgraphs_batch_017_textual_subgraph_0099.graphml,"Which film set in Washington, D.C. and belonging to the Drama and Biography genres had a nominee for the Academy Award for Best Actor?",Nixon
subgraphs_batch_017_textual_subgraph_0097.graphml,"Which film was released on DVD, is primarily in English, has a runtime associated with Spain, and is connected to the United States of America?",Serpico
subgraphs_batch_017_textual_subgraph_0092.graphml,"Which film written by William S. Burroughs, featuring English dialogue and belonging to the crime fiction genre, has won the Independent Spirit Award for Best Supporting Male?",Drugstore Cowboy
subgraphs_batch_017_textual_subgraph_0101.graphml,"Which film, known for blending the genres of crime fiction and biography, was released on DVD and produced by Paramount Pictures?",Serpico
subgraphs_batch_017_textual_subgraph_0090.graphml,"Which film has won the MTV Movie Award for Best Comedic Performance, is available in both Japanese and English languages, and was released in the United States?",Austin Powers: Goldmember
subgraphs_batch_017_textual_subgraph_0089.graphml,"Which film was produced by Paramount Pictures, has a runtime associated with Spain, was nominated for the Academy Award for Best Writing Adapted Screenplay, and is in the English language?",Serpico
subgraphs_batch_017_textual_subgraph_0102.graphml,"Which film has a runtime associated with Spain, was produced by Paramount Pictures, released on DVD, and is primarily in the English language?",Serpico
subgraphs_batch_017_textual_subgraph_0098.graphml,"Which Italian film, related to Italy and nominated for both the Academy Award for Best Writing Adapted Screenplay and the BAFTA Award for Best Direction, are we referring to?",Serpico
subgraphs_batch_017_textual_subgraph_0100.graphml,"Which film, associated with the drama genre and released in Argentina, also has connections to the United States and Spain?",Carrie
subgraphs_batch_017_textual_subgraph_0109.graphml,"Which film, featuring prominently in New York City and primarily in Italian, is also associated with the United States and includes dialogue in English?",Serpico
subgraphs_batch_017_textual_subgraph_0104.graphml,"Which film was primarily in Spanish and English, is associated with the United States, and had nominees for the Academy Award for Best Actor?",Serpico
subgraphs_batch_017_textual_subgraph_0108.graphml,"Which film was released on DVD, features dialogue in both Italian and English, and has a runtime associated with Spain?",Serpico
subgraphs_batch_017_textual_subgraph_0110.graphml,What English-language biographical drama film has won awards for Roger Deakins?,Kundun
subgraphs_batch_017_textual_subgraph_0111.graphml,"Which film, featuring a biography and falling under the crime fiction genre, was produced by Paramount Pictures and primarily spoken in English?",Serpico
subgraphs_batch_017_textual_subgraph_0114.graphml,"Which film combines the genres of crime fiction and biography, is associated with the United States, and was released on DVD?",Serpico
subgraphs_batch_017_textual_subgraph_0107.graphml,"Which film, featuring crime fiction and with a runtime associated with Spain, is primarily in English and has a connection to the United States?",Serpico
subgraphs_batch_017_textual_subgraph_0103.graphml,"Which film, set in the thriller genre and featuring dialogue in English, had an estimated budget in United States Dollars and received award nominations for ""The Trouble with Harry""?",The Man Who Knew Too Much
subgraphs_batch_017_textual_subgraph_0112.graphml,What is the name of the thriller film that was made in the United States and is available in both Spanish and English languages?,Serpico
subgraphs_batch_017_textual_subgraph_0116.graphml,"Which crime fiction film, originally in Italian, is associated with the United States and was released on DVD?",Serpico
subgraphs_batch_017_textual_subgraph_0106.graphml,"Which film has won the BAFTA Award for Best Actress in a Leading Role, the BAFTA Award for Best Makeup & Hair, and the BAFTA Award for Best Film Music, and is primarily in the English language?",La Vie en Rose
subgraphs_batch_017_textual_subgraph_0125.graphml,Which crime fiction film was released on DVD and is available in both Spanish and English languages?,Serpico
subgraphs_batch_017_textual_subgraph_0115.graphml,Which actor has been nominated for both the Razzie Award for Worst Actor and the BAFTA Awards for Best Actor in a Leading Role and Best Direction?,Kevin Costner
subgraphs_batch_017_textual_subgraph_0118.graphml,"Which crime fiction film, with a runtime associated with Spain and released on DVD, is also connected to the United States of America?",Serpico
subgraphs_batch_017_textual_subgraph_0117.graphml,"Which film, produced by Paramount Pictures and primarily in Spanish, falls under the thriller genre and was released on DVD?",Serpico
subgraphs_batch_017_textual_subgraph_0127.graphml,"What crime fiction film, set in Spain and released on DVD, was primarily spoken in English?",Serpico
subgraphs_batch_017_textual_subgraph_0113.graphml,Which indie and action film was nominated for both the BAFTA Award for Best Film Music and the BAFTA Award for Best Direction?,A Bridge Too Far
subgraphs_batch_017_textual_subgraph_0105.graphml,"Which film features Al Pacino, who has won several awards, was produced by Paramount Pictures, released on DVD, and had a nominee for the BAFTA Award for Best Actor in a Leading Role?",Serpico
subgraphs_batch_017_textual_subgraph_0121.graphml,"Which film was produced by Joel Silver, features Los Angeles as a prominent location, falls under the thriller genre, and is associated with the United States of America?",Die Hard
subgraphs_batch_017_textual_subgraph_0124.graphml,"Which film, produced by Paramount Pictures and belonging to the crime fiction genre, is also known for its thrilling title and was made in the English language?",Serpico
subgraphs_batch_017_textual_subgraph_0126.graphml,"Which film, produced by Paramount Pictures and belonging to the crime fiction genre, is related to the United States of America and was made in the English language?",Serpico
subgraphs_batch_017_textual_subgraph_0119.graphml,"Which Italian-language thriller film, released on DVD, has a runtime specified in Spain and is associated with these details?",Serpico
subgraphs_batch_017_textual_subgraph_0132.graphml,"Which film was released on DVD, is available in both Italian and English, and has a runtime associated with Spain?",Serpico
subgraphs_batch_017_textual_subgraph_0120.graphml,"Which film was produced by Paramount Pictures, has a runtime set in Spain, is in the English language, and was released on DVD?",Serpico
subgraphs_batch_017_textual_subgraph_0123.graphml,"Which film was released on DVD and features titles in both Spanish and Italian, while also being classified as a thriller?",Serpico
subgraphs_batch_017_textual_subgraph_0128.graphml,"Which English-language romance film was directed by the recipient of a BAFTA Award for Best Direction, Stephen Woolley?",The Crying Game
subgraphs_batch_017_textual_subgraph_0129.graphml,"Which film won the Academy Award for Best Picture, is classified as a war film, is related to the United States of America, and was nominated for the Academy Award for Best Writing Adapted Screenplay?",Gone with the Wind
subgraphs_batch_017_textual_subgraph_0122.graphml,"Who is the individual born in the United States, affiliated with Frank Gehry, and nominated for both the BAFTA Award for Best Film and the BAFTA Award for Best Actor in a Leading Role?",Brad Pitt
subgraphs_batch_017_textual_subgraph_0136.graphml,"Which film, starring James Stewart and nominated for the Academy Award for Best Writing Adapted Screenplay, is a romance film primarily in the English language?",The Philadelphia Story
subgraphs_batch_017_textual_subgraph_0138.graphml,"Which film is both a romance and a drama, was released in the United States, and was nominated for the Academy Award for Best Writing Adapted Screenplay?",The Remains of the Day
subgraphs_batch_017_textual_subgraph_0135.graphml,"Which film won the National Society of Film Critics Award for Best Supporting Actress, was produced by Robert Altman, released on DVD, and is primarily in the English language?",Nashville
subgraphs_batch_017_textual_subgraph_0141.graphml,"Which film, produced by Paramount Pictures and featuring both Italian and English languages, is closely associated with the United States of America?",Serpico
subgraphs_batch_017_textual_subgraph_0134.graphml,"Who is the actor born in the United States who has won awards for their role in the film ""The Town"" and was also nominated for a BAFTA Award for Best Actor in a Leading Role?",Jeremy Renner
subgraphs_batch_017_textual_subgraph_0133.graphml,"Which crime fiction film, produced by Paramount Pictures and released on DVD, was primarily filmed in English?",Serpico
subgraphs_batch_017_textual_subgraph_0131.graphml,"Which film was released on DVD, is set in Spain, and combines the Italian language with the crime fiction genre?",Serpico
subgraphs_batch_017_textual_subgraph_0144.graphml,"Which crime fiction film, produced by Paramount Pictures and set in the United States, was primarily filmed in English?",Serpico
subgraphs_batch_017_textual_subgraph_0137.graphml,"Which film, directed by a nominee for the BAFTA Award for Best Direction, is set in Italy, primarily spoken in Italian, and also has a connection to the United States?",Serpico
subgraphs_batch_017_textual_subgraph_0143.graphml,What science fiction and action film was released on DVD and in the United States?,The Matrix
subgraphs_batch_017_textual_subgraph_0147.graphml,"Which film features both romance and thriller genres, has cinematography by Robert Richardson, and is primarily in the English language?",Natural Born Killers
subgraphs_batch_017_textual_subgraph_0146.graphml,"Which film features a makeup artist from Great Britain and a sound mixer on its crew, is set in New York City, and falls under the thriller genre?",Syriana
subgraphs_batch_017_textual_subgraph_0150.graphml,"Which film was produced by Paramount Pictures, has a runtime associated with Spain, was released on DVD, and is primarily in the English language?",Serpico
subgraphs_batch_017_textual_subgraph_0140.graphml,"Which film, featuring a special effects supervisor and having won an MTV Movie Award for Best On-Screen Duo, was released on DVD and primarily spoken in English?",Wedding Crashers
subgraphs_batch_017_textual_subgraph_0139.graphml,"Which film has won the Independent Spirit Award for Best Female Lead, features notable visual effects, is in the English language, and was released on DVD?",Precious: Based on the Novel Push by Sapphire
subgraphs_batch_017_textual_subgraph_0151.graphml,"Which film, primarily in Italian and belonging to the crime fiction genre, was nominated for the Academy Award for Best Writing Adapted Screenplay and also released on DVD?",Serpico
subgraphs_batch_017_textual_subgraph_0149.graphml,"Which film has Olivia d'Abo won awards for, was produced by Bo Derek, distributed on DVD, and released in the United States of America?",Bolero
subgraphs_batch_017_textual_subgraph_0130.graphml,"Which film features a story by Michael Chabon, falls under the drama genre, is in the English language, and has nominees for the BAFTA Award for Best Actor in a Leading Role?",Wonder Boys
subgraphs_batch_017_textual_subgraph_0156.graphml,"Which film has a runtime associated with Spain, was produced by Paramount Pictures, is related to the United States, and has a release date on DVD?",Serpico
subgraphs_batch_017_textual_subgraph_0142.graphml,"Which film features cinematography by Philippe Rousselot, received award nominations for ""Everyone Says I Love You,"" falls under the biography genre, and has a nominee for the Academy Award for Best Actor?",The People vs. Larry Flynt
subgraphs_batch_017_textual_subgraph_0157.graphml,"Which crime fiction film, produced by Paramount Pictures and released on DVD, is closely associated with the United States of America?",Serpico
subgraphs_batch_017_textual_subgraph_0148.graphml,"Which crime fiction film, with a runtime set in Spain and produced in the United States, was primarily filmed in English?",Serpico
subgraphs_batch_017_textual_subgraph_0158.graphml,"Which film, produced by Canal+ and featuring a Special Effects Supervisor, falls under the biography genre and was released in the United States?",The Diving Bell and the Butterfly
subgraphs_batch_017_textual_subgraph_0153.graphml,"Which film, produced by Paramount Pictures and released on DVD, is primarily in the Italian language and has a strong connection to the United States of America?",Serpico
subgraphs_batch_017_textual_subgraph_0145.graphml,"Which film, featuring Al Pacino who has won notable awards, is primarily in the Italian language and has been nominated for both the Academy Award for Best Writing Adapted Screenplay and the BAFTA Award for Best Direction?",Serpico
subgraphs_batch_017_textual_subgraph_0154.graphml,"Which film features Matthew W. Mungle as a Visual Effects Supervisor, was released in the United States, and is primarily in the English language?",Tropic Thunder
subgraphs_batch_017_textual_subgraph_0152.graphml,"Which film has a runtime associated with Spain, was produced by Paramount Pictures, is in the English language, and has a release date related to DVD?",Serpico
subgraphs_batch_017_textual_subgraph_0160.graphml,"Which film, featuring the Italian language and produced by Paramount Pictures, falls under the genre of crime fiction and is associated with the United States of America?",Serpico
subgraphs_batch_017_textual_subgraph_0162.graphml,"Which film, featuring actors who have won awards and nominated for the BAFTA Award for Best Actor in a Leading Role, was released in the United States?",Saving Private Ryan
subgraphs_batch_017_textual_subgraph_0161.graphml,"Which film is primarily spoken in Spanish and Italian, also features English, and is associated with the United States of America?",Serpico
subgraphs_batch_017_textual_subgraph_0164.graphml,"Which film is a docudrama with a runtime set in Spain, released on DVD and produced by Paramount Pictures?",Serpico
subgraphs_batch_017_textual_subgraph_0163.graphml,"Which film, known for its biographical genre and a runtime associated with Spain, is also connected to the United States and produced by Paramount Pictures?",Serpico
subgraphs_batch_017_textual_subgraph_0168.graphml,"Which film, featuring nominees for the Academy Award for Best Actor, has a runtime associated with Spain and is available in both Italian and English languages?",Serpico
subgraphs_batch_017_textual_subgraph_0155.graphml,"What is the name of the film that is primarily in Spanish, falls under the genre of Crime Fiction, and is also known for its Thriller titles and availability in English?",Serpico
subgraphs_batch_017_textual_subgraph_0171.graphml,"Which film features music by Leigh Harline, falls under the genres of drama and biography, and has nominees for the Academy Award for Best Actor?",The Pride of the Yankees
subgraphs_batch_017_textual_subgraph_0169.graphml,"Which film, featuring both Italian and English languages, has won the National Board of Review Award for Best Actor and is associated with the United States?",Serpico
subgraphs_batch_017_textual_subgraph_0166.graphml,"Which film was released on DVD, has a runtime associated with Spain, is primarily in the Italian language, and is connected to the United States of America?",Serpico
subgraphs_batch_017_textual_subgraph_0165.graphml,"Which crime fiction film from Spain, produced by Paramount Pictures, was released on DVD?",Serpico
subgraphs_batch_017_textual_subgraph_0172.graphml,"Which film, set in Spain and belonging to the crime fiction genre, is primarily in English and was nominated for the BAFTA Award for Best Film Music?",Serpico
subgraphs_batch_017_textual_subgraph_0167.graphml,"Which film was primarily in Italian, falls under the crime fiction genre, and also has a version in Spanish that was released on DVD?",Serpico
subgraphs_batch_017_textual_subgraph_0159.graphml,"Who is the actor born in Paddington who has been nominated for the National Society of Film Critics Award for Best Supporting Actor and the Academy Award for Best Writing Adapted Screenplay, and has also won the National Board of Review Award for Best Actor?",Alec Guinness
subgraphs_batch_017_textual_subgraph_0174.graphml,"Which film has genres including Biography and Crime Fiction, is set in Spain, and is primarily in the English language?",Serpico
subgraphs_batch_017_textual_subgraph_0170.graphml,"Which film featuring Bing Crosby, known for its comedic genre, won the Academy Award for Best Writing Adapted Screenplay and received nominations from Paramount Pictures?",Going My Way
subgraphs_batch_017_textual_subgraph_0184.graphml,"Which film was released in Colombia, New Zealand, and Spain, and is primarily in the English language?",ParaNorman
subgraphs_batch_017_textual_subgraph_0175.graphml,"Which film, featuring a sound mixer in its crew and nominated for awards, is primarily in English and has a strong connection to the United States?",The Matrix Reloaded
subgraphs_batch_017_textual_subgraph_0181.graphml,"Which film, known for its period piece and biography genres, features a sound mixer and has a nominee for the Academy Award for Best Actor?","Good Night, and Good Luck"
subgraphs_batch_017_textual_subgraph_0180.graphml,Which Spanish-language crime fiction film was nominated for both the Academy Award for Best Writing Adapted Screenplay and the Academy Award for Best Actor?,Serpico
subgraphs_batch_017_textual_subgraph_0178.graphml,"Which film, produced by Paramount Pictures and featuring both biography and crime fiction genres, is closely associated with the United States of America?",Serpico
subgraphs_batch_017_textual_subgraph_0188.graphml,Which crime fiction film produced by Paramount Pictures was released on DVD and primarily in the English language?,Serpico
subgraphs_batch_017_textual_subgraph_0176.graphml,"Who is the actor born in the United States of America, known for starring in the film ""National Treasure: Book of Secrets"" and has been nominated for the BAFTA Award for Best Actor in a Leading Role?",Nicolas Cage
subgraphs_batch_017_textual_subgraph_0177.graphml,"Which film features a collaboration between a Sound Mixer and a Makeup Artist from Great Britain, is primarily in the English language, and showcases iconic locations in New York City?",You've Got Mail
subgraphs_batch_017_textual_subgraph_0182.graphml,"Which film was produced by Paramount Pictures, primarily spoken in Italian, and has a connection to Italy, with its release also available on DVD?",Serpico
subgraphs_batch_017_textual_subgraph_0186.graphml,"Which film is primarily in Spanish and Italian, is associated with the United States, and was released on DVD?",Serpico
subgraphs_batch_017_textual_subgraph_0185.graphml,"Which crime fiction film, featuring dialogue in Italian and showcasing New York City, was produced by Paramount Pictures?",Serpico
subgraphs_batch_017_textual_subgraph_0189.graphml,Which crime fiction film was released on DVD and is available in both Italian and English languages?,Serpico
subgraphs_batch_017_textual_subgraph_0173.graphml,Which crime fiction film featuring Al Pacino as a nominee for both the Academy Award for Best Actor and the Academy Award for Best Writing Adapted Screenplay has he won an award for?,Serpico
subgraphs_batch_017_textual_subgraph_0191.graphml,"Which film, known for its Italian language and belonging to the biography genre, was released on DVD and produced by Paramount Pictures?",Serpico
subgraphs_batch_017_textual_subgraph_0187.graphml,"Which film features a Sound Editor from Great Britain and Visual Effects specialists on its crew, was released on DVD, and is primarily in the English language?",The Prince of Egypt
subgraphs_batch_017_textual_subgraph_0196.graphml,Which documentary film was released in Portugal and Spain and is primarily in the English language?,Baraka
subgraphs_batch_017_textual_subgraph_0190.graphml,"Which romantic comedy film, featuring costume design by Marilyn Vance, was made in the United States and primarily spoken in English?",Pretty Woman
subgraphs_batch_017_textual_subgraph_0199.graphml,"Which film was released on DVD and features dialogue in Spanish, Italian, and English?",Serpico
subgraphs_batch_017_textual_subgraph_0179.graphml,"Which film, known for its crime fiction genre and Italian language, has connections to the Academy Award for Best Actor nominees and is related to the United States of America?",Serpico
subgraphs_batch_017_textual_subgraph_0192.graphml,"Which film, featuring Sam Neill and honored with the New York Film Critics Circle Award for Best Actress, was released on DVD in the United States?",Evil Angels
subgraphs_batch_017_textual_subgraph_0193.graphml,"Which film has won both the Los Angeles Film Critics Association Award for Best Director and the New York Film Critics Circle Award for Best Film, and is also a crime fiction movie released in the United States?",Mulholland Drive
subgraphs_batch_017_textual_subgraph_0194.graphml,"Which film, featuring Italian dialogue and produced by Paramount Pictures, was released on DVD and had its leading actor nominated for a BAFTA Award for Best Actor in a Leading Role?",Serpico
subgraphs_batch_017_textual_subgraph_0198.graphml,"Which thriller film was primarily in Italian but also included English, and had a runtime associated with Spain?",Serpico
subgraphs_batch_017_textual_subgraph_0183.graphml,"Which actor has won an award for their role in ""Corpse Bride,"" was nominated for an Academy Award for Best Actor, and also received a nomination for their performance in ""Murder on the Orient Express""?",Albert Finney
subgraphs_batch_017_textual_subgraph_0195.graphml,"Which film has won the Academy Award for Best Costume Design and is also associated with the movie Thelma & Louise, as well as being categorized under Biography and released on DVD?",Bugsy
subgraphs_batch_017_textual_subgraph_0204.graphml,"What film was shot in Super 35 format, is connected to the Czech Republic, and features dialogue in both English and Italian?",Alien vs. Predator
subgraphs_batch_017_textual_subgraph_0197.graphml,"Which film was executive produced by Steven Soderbergh, had a Visual Effects Supervisor on its crew, was released on DVD, and is associated with the United States of America?",I'm Not There
subgraphs_batch_017_textual_subgraph_0208.graphml,"Which film is known for its thrilling and crime fiction genres, was released on DVD, and is primarily in the English language?",Serpico
