file,query,answer
subgraphs_batch_005_textual_subgraph_1000.graphml,"Who is the male actor from Great Britain who was nominated for a Broadcast Film Critics Association Award for Best Supporting Actor for his role in ""Mission: Impossible III""?",Philip Seymour Hoffman
subgraphs_batch_006_textual_subgraph_0013.graphml,"Which actor from England, known for his roles alongside Maggie Grace and Emilie de Ravin, has received award nominations and also won awards?",Naveen Andrews
subgraphs_batch_006_textual_subgraph_0006.graphml,"Which actor has been nominated for the Screen Actors Guild Award for Outstanding Performance by a Cast in a Motion Picture alongside Joy Bryant and Joanna Cassidy, and has also won the Screen Actors Guild Award for Outstanding Performance by an Ensemble in a Drama Series?",Freddy Rodriguez
subgraphs_batch_006_textual_subgraph_0008.graphml,"Which actor, born in Great Britain, has been nominated for a Screen Actors Guild Award for Outstanding Performance by a Cast in a Motion Picture and has both Kristin Scott Thomas and Matthew Fox as notable colleagues in terms of award nominations and wins?",Naveen Andrews
subgraphs_batch_006_textual_subgraph_0016.graphml,Who is the actor from the United States who has been nominated for a Grammy Award for Best Spoken Word Album and appeared in the film Willow?,Val Kilmer
subgraphs_batch_006_textual_subgraph_0004.graphml,"Who is the actor from Great Britain who has been nominated for both the Screen Actors Guild Award for Outstanding Performance by an Ensemble in a Drama Series and the Screen Actors Guild Award for Outstanding Performance by a Cast in a Motion Picture, and is also associated with Kristin Scott Thomas?",Naveen Andrews
subgraphs_batch_006_textual_subgraph_0014.graphml,"Who is the actor from Great Britain, known for contributing to guitar tracks, who has lived in Perth Amboy and holds United States nationality?",Jon Bon Jovi
subgraphs_batch_006_textual_subgraph_0012.graphml,"Which male celebrity from the United States, associated with Michelle Pfeiffer and nominated for an award alongside Frank Langella, are we referring to?",George Clooney
subgraphs_batch_006_textual_subgraph_0011.graphml,Who is the actor born in the United States who has won a Screen Actors Guild Award for Outstanding Performance by an Ensemble in a Drama Series and has connections to Kim Yoon-jin through awards won and Terry O'Quinn through award nominations?,Naveen Andrews
subgraphs_batch_006_textual_subgraph_0019.graphml,"Which actress, born in the United States, is known for her roles in ""Moonrise Kingdom"" and ""Mississippi Burning,"" and has been nominated for the Screen Actors Guild Award for Outstanding Performance by a Cast in a Motion Picture?",Frances McDormand
subgraphs_batch_006_textual_subgraph_0022.graphml,Who is the male musician from the United States of America who has an official website and is known for his work in Great Britain?,Penn Jillette
subgraphs_batch_006_textual_subgraph_0021.graphml,"Which male actor has been nominated for both the Screen Actors Guild Award for Outstanding Performance by a Cast in a Motion Picture and awards for his roles in ""Batman"" and ""Prizzi's Honor""?",Jack Nicholson
subgraphs_batch_006_textual_subgraph_0023.graphml,Who is the actor born in the United States who has won the Screen Actors Guild Award for Outstanding Performance by an Ensemble in a Drama Series and has been nominated alongside Eriq La Salle and won awards with Noah Wyle?,Maria Bello
subgraphs_batch_006_textual_subgraph_0017.graphml,"Which actor, known for his role in the film ""Barton Fink"" and nominated for a Primetime Emmy Award for Outstanding Supporting Actor in a Drama Series, also has the profession of Actor-GB?",Steve Buscemi
subgraphs_batch_006_textual_subgraph_0015.graphml,"Which television series features Joshua Malina as a regular cast member, has Martin Sheen win awards, includes nominees for the Primetime Emmy Award for Outstanding Supporting Actor in a Drama Series, and originates from the United States of America?",The West Wing
subgraphs_batch_006_textual_subgraph_0027.graphml,Who is the actor from the United States who speaks English and has a connection to the United States Dollar?,Dean Cain
subgraphs_batch_006_textual_subgraph_0030.graphml,"Who is the male actor from Great Britain who was nominated for the Broadcast Film Critics Association Award for Best Supporting Actor for his role in ""Meet Joe Black""?",Anthony Hopkins
subgraphs_batch_006_textual_subgraph_0018.graphml,"Who is the actor born in the United States who has been nominated for awards alongside Terry O'Quinn and has won awards like Kim Yoon-jin, including the Screen Actors Guild Award for Outstanding Performance by an Ensemble in a Drama Series?",Naveen Andrews
subgraphs_batch_006_textual_subgraph_0024.graphml,"Who is the male screenwriter who has been nominated for a Screen Actors Guild Award for Outstanding Performance by an Ensemble in a Drama Series, and is also associated with Julianna Margulies?",Eriq La Salle
subgraphs_batch_006_textual_subgraph_0034.graphml,"Who is the male actor born in West Orange, affiliated with Boardwalk Empire through award nominations, and of United States nationality?",Michael Pitt
subgraphs_batch_006_textual_subgraph_0028.graphml,Who is the male actor from Great Britain who has won awards and is associated with Jamie Lynn Sigler and the United States Dollar?,Vincent Pastore
subgraphs_batch_006_textual_subgraph_0020.graphml,"Which actor, known for his roles in ""Meet the Fockers"" and ""Dick Tracy,"" has been nominated for a Screen Actors Guild Award for Outstanding Performance by a Cast in a Motion Picture and is recognized for his work in British cinema?",Dustin Hoffman
subgraphs_batch_006_textual_subgraph_0033.graphml,Who is the male voice actor and actor from Great Britain who was born in Detroit?,Billy West
subgraphs_batch_006_textual_subgraph_0032.graphml,"Which actor, born in the United States and known for winning awards alongside Harold Perrineau Jr. and Maggie Grace, is also recognized for their profession in the UK?",Naveen Andrews
subgraphs_batch_006_textual_subgraph_0035.graphml,"Who is the actor from Great Britain who has been nominated for awards alongside Maggie Grace and Terry O'Quinn, and is also in a domestic partnership?",Naveen Andrews
subgraphs_batch_006_textual_subgraph_0041.graphml,"Who is the male actor from the United States who was nominated for an award for his role in the film ""Jurassic Park""?",Miguel Sandoval
subgraphs_batch_006_textual_subgraph_0026.graphml,"Who is the actor born in the United States of America who has been nominated for an award for their role in the film ""G-Force"" and is also known for their acting profession in Great Britain?",Jason Bateman
subgraphs_batch_006_textual_subgraph_0043.graphml,Who is the male actor from the United States who has won awards alongside Maggie Grace?,Naveen Andrews
subgraphs_batch_006_textual_subgraph_0038.graphml,"Which actor, known for his male gender, has been nominated for both the Screen Actors Guild Award for Outstanding Performance by a Cast in a Motion Picture and shared award nominations with Kathleen Quinlan and Mike Tollin?",Ed Harris
subgraphs_batch_006_textual_subgraph_0031.graphml,"Who is the British actor born in the United States who was nominated for a BAFTA Award for Best Film for the documentary ""An Inconvenient Truth""?",Lawrence Bender
subgraphs_batch_006_textual_subgraph_0040.graphml,Who is the male actor from Great Britain who has been nominated for the Independent Spirit Award for Best Male Lead and has lived in California?,Matthew Modine
subgraphs_batch_006_textual_subgraph_0036.graphml,Who is the male actor from Great Britain who has won awards similar to Marilyn Monroe and has lived in Evanston?,Charlton Heston
subgraphs_batch_006_textual_subgraph_0025.graphml,"Who is the actor born in the United States of America who has been nominated for both the Screen Actors Guild Award for Outstanding Performance by an Ensemble in a Drama Series and the Screen Actors Guild Award for Outstanding Performance by a Cast in a Motion Picture, and also appeared in the film Grindhouse?",Naveen Andrews
subgraphs_batch_006_textual_subgraph_0044.graphml,"Who is the male screenwriter from the United States who also directed the film ""Signs""?",Mel Gibson
subgraphs_batch_006_textual_subgraph_0042.graphml,"Who is the actor from Great Britain who has won awards and is in a domestic partnership, and has also been recognized alongside Kim Yoon-jin and Maggie Grace for their achievements?",Naveen Andrews
subgraphs_batch_006_textual_subgraph_0047.graphml,"Who is the male writer who was born in the United States and influenced by George Orwell, also sharing a connection with the United Kingdom?",T. S. Eliot
subgraphs_batch_006_textual_subgraph_0037.graphml,Who is the male actor from Great Britain who has won awards like Emilie de Ravin and received award nominations like Michelle Rodriguez?,Naveen Andrews
subgraphs_batch_006_textual_subgraph_0050.graphml,"Who is the actor born in England and affiliated with Actor-GB, who has won awards and shares United States nationality with Emilie de Ravin?",Naveen Andrews
subgraphs_batch_006_textual_subgraph_0045.graphml,"Who is the actor from Great Britain who has been nominated for awards alongside Stephen Graham and Michael Stuhlbarg, and has also won a Screen Actors Guild Award for Outstanding Performance by an Ensemble in a Drama Series?",Robert Clohessy
subgraphs_batch_006_textual_subgraph_0029.graphml,"Which actor, born in the United States, has won awards alongside Cynthia Watros and received nominations like Matthew Fox, also being part of the ensemble that won the Screen Actors Guild Award for Outstanding Performance in a Drama Series?",Naveen Andrews
subgraphs_batch_006_textual_subgraph_0054.graphml,Who is the male actor from Great Britain who has won awards like Harold Perrineau Jr. and received award nominations similar to Michelle Rodriguez?,Naveen Andrews
subgraphs_batch_006_textual_subgraph_0048.graphml,"Who is the actor born in Great Britain who has been married, starred in the film ""Anastasia,"" and received a Screen Actors Guild Award nomination for Outstanding Performance by an Ensemble in a Drama Series?",J.K. Simmons
subgraphs_batch_006_textual_subgraph_0046.graphml,"Who is the male actor who has won awards like Charlie Cox and Michael Pitt, and has also been nominated for the Screen Actors Guild Award for Outstanding Performance by an Ensemble in a Drama Series?",Jack Huston
subgraphs_batch_006_textual_subgraph_0051.graphml,"Who is the actor from Great Britain who has won awards like Harold Perrineau Jr. and received nominations like Terry O'Quinn, and is in a domestic partnership?",Naveen Andrews
subgraphs_batch_006_textual_subgraph_0055.graphml,"Who is the male actor from the United States known for his role in the film ""Ray"" and his marriage to a notable person?",Curtis Armstrong
subgraphs_batch_006_textual_subgraph_0049.graphml,"Who is the actor born in the United States of America who has appeared in both ""The SpongeBob SquarePants Movie"" and ""Meet Joe Black""?",Jeffrey Tambor
subgraphs_batch_006_textual_subgraph_0059.graphml,"Who is the male actor from the United States who appeared in both ""Superman"" and ""Superman III""?",Jackie Cooper
subgraphs_batch_006_textual_subgraph_0057.graphml,"Who is the male designer born in the United States who received award nominations for his work on movies like ""Sophie's Choice"" and ""Road to Perdition""?",Albert Wolsky
subgraphs_batch_006_textual_subgraph_0062.graphml,Who is the male executive producer from the United States who has won awards alongside Tom Hanks?,Gary Goetzman
